,BLGADD, ,BLGMeteor, ,BLGKuro, ,BLGJinjiao, ,BLGXinMo, ,FPXGimGoon, ,FPXTian, ,FPXDoinb, ,FPXLwx, ,FPXCrisp, ,blue_economics,blue_towers,red_economics,red_towers,captions
38,7,24,23,55,45,51,78,87,79,85,10,22,52,27,51,51,85,83,85,84,4702,0,4931,0,[]
39,7,32,23,55,45,51,79,88,77,87,8,22,51,28,51,51,83,81,84,82,4797,0,5152,0,[]
40,8,30,23,52,47,52,75,87,77,86,9,23,46,33,56,56,81,85,80,91,4983,0,5238,0,[]
41,6,33,22,51,41,53,75,89,75,89,8,31,35,37,56,56,82,85,83,90,5034,0,5288,0,[]
42,8,31,22,43,40,52,74,89,74,89,10,26,27,37,11,24,80,83,81,90,5104,0,5385,0,[]
43,7,30,13,35,11,28,72,90,72,90,11,22,15,36,14,22,79,84,82,85,5155,0,5436,0,[]
44,5,31,5,34,7,33,75,87,75,87,10,27,12,35,11,26,81,86,81,84,5256,0,5487,0,[]
45,5,38,5,35,7,33,74,88,74,88,11,29,11,37,11,30,80,91,80,88,5342,0,5600,0,[]
46,6,45,5,46,4,46,72,91,72,91,6,44,5,45,6,40,79,86,81,89,5425,0,6783,0,"['3:50 FPXDoinb(ÏÉÁéÅ®Î×) »÷É±ÁË BLGADD(ÎäÆ÷´óÊ¦),»ñµÃÒ»Ñª']"
47,6,45,5,46,6,53,66,92,66,92,6,49,5,48,5,48,79,86,81,88,5481,0,6852,0,['3:51 FPXGimGoon(½âÍÑÕß) »÷É±ÁË BLGMeteor(Ðé¿Õ¶ÝµØÊÞ)']
48,6,45,5,46,9,56,73,90,73,90,7,43,9,41,10,40,80,87,82,88,5532,0,6902,0,[]
49,3,92,6,96,9,56,74,88,74,88,10,33,17,34,14,36,86,86,81,84,5625,0,6967,0,[]
50,8,79,19,94,5,92,77,88,77,88,15,21,26,37,14,36,87,85,75,77,5676,0,7018,0,[]
51,8,68,31,93,8,86,78,87,78,87,12,23,31,37,90,7,95,4,77,72,5769,0,7222,0,[]
52,7,54,40,88,17,78,80,88,80,83,8,20,36,38,90,6,94,9,71,65,5819,0,7349,0,[]
53,6,42,48,83,25,71,81,87,80,84,7,19,50,35,82,15,92,21,67,63,5969,0,7420,0,[]
54,7,31,54,83,34,64,81,84,79,85,95,4,51,35,74,23,91,32,62,62,6069,0,7562,0,[]
55,8,27,54,83,42,57,86,79,85,80,90,4,51,28,67,31,90,44,60,61,6174,0,7695,0,[]
56,11,26,52,84,46,53,86,80,84,78,82,6,47,17,58,40,90,55,66,62,6401,0,7741,0,[]
57,10,22,51,84,49,59,87,79,89,83,70,7,40,17,51,47,90,66,76,59,6574,0,7912,0,[]
58,14,20,51,83,44,55,86,85,89,83,58,8,39,17,48,49,90,73,83,66,6707,0,8027,0,[]
59,12,18,55,76,42,56,86,85,5,96,44,11,39,16,47,51,91,69,92,72,6821,0,8292,0,[]
60,10,18,57,67,40,50,7,96,7,95,35,16,38,15,50,48,92,69,88,70,6886,0,8440,0,[]
61,11,19,52,64,48,53,15,95,15,95,25,23,38,15,49,47,90,71,85,66,6990,0,8566,0,[]
62,10,18,46,65,45,55,28,94,26,93,16,20,94,5,45,48,87,73,85,66,7093,0,8665,0,[]
63,11,18,45,67,47,52,39,93,37,92,14,17,89,15,42,44,88,74,93,10,7227,0,8824,0,[]
64,10,18,43,68,38,51,50,92,48,91,14,18,84,26,37,40,87,73,87,21,7340,0,8875,0,[]
65,11,19,36,62,47,54,61,91,59,89,16,20,81,37,26,34,87,76,88,32,7412,0,9003,0,[]
66,9,20,31,53,47,53,72,88,69,88,9,19,80,48,24,30,88,75,89,44,7488,0,9080,0,[]
67,9,28,21,50,47,53,82,83,82,83,9,21,84,56,37,37,88,77,89,55,7604,0,9167,0,[]
68,7,28,18,45,49,53,87,82,87,81,10,19,83,56,47,41,88,76,88,67,7813,0,9253,0,[]
69,10,30,17,44,45,54,83,82,85,78,12,22,80,54,52,45,88,77,86,75,7928,0,9565,0,[]
70,8,27,18,45,35,49,82,84,82,84,12,22,73,44,58,43,88,80,87,78,8086,0,9774,0,[]
71,9,26,21,39,34,41,80,87,80,87,10,24,74,44,52,48,87,81,87,81,8141,0,9966,0,[]
72,7,29,17,32,32,44,80,88,80,88,11,23,76,47,51,49,86,81,80,78,8259,0,10074,0,[]
73,8,28,22,43,40,51,78,88,78,88,10,22,75,58,51,50,85,81,80,77,8404,0,10229,0,[]
74,7,25,22,54,47,52,80,88,80,88,11,20,67,68,57,55,83,82,84,84,8546,0,10280,0,[]
75,9,22,25,58,48,52,76,88,72,85,11,21,69,67,66,61,84,83,83,86,8660,0,10467,0,[]
76,9,28,29,59,48,57,78,89,78,89,9,24,68,68,69,64,83,84,78,79,8855,0,10556,0,[]
77,8,43,38,64,54,66,73,91,75,89,8,25,69,67,69,64,79,80,73,72,8946,0,10772,0,[]
78,8,46,48,68,57,68,74,88,74,87,6,27,67,69,69,64,73,71,69,68,9016,0,10826,0,[]
79,2,96,59,70,52,64,73,87,73,87,7,26,67,67,62,62,72,69,71,68,9076,0,10982,0,[]
80,2,96,53,76,47,57,77,87,77,87,11,22,61,61,56,56,80,76,79,75,9149,0,11124,0,['6:36 FPX »÷É±ÁËÍÁÁú']
81,10,21,52,76,43,52,80,88,82,87,14,16,58,56,51,50,84,81,84,82,9256,0,11266,0,[]
82,11,19,53,76,43,54,78,87,78,86,17,9,58,56,51,50,85,84,87,85,9503,0,11357,0,[]
83,14,18,58,76,44,53,80,85,80,85,17,9,67,60,58,50,86,84,87,84,9597,0,11430,0,[]
84,15,15,65,72,45,53,79,86,79,86,93,5,74,58,71,50,84,86,86,86,9760,0,11481,0,[]
85,16,18,67,69,48,54,81,84,81,84,93,5,72,53,72,49,88,83,87,83,9868,0,11531,0,[]
86,20,26,68,66,46,55,81,84,82,85,20,15,74,56,69,50,87,83,89,82,10153,0,11727,0,[]
87,23,32,67,68,49,54,82,84,82,84,18,19,74,61,54,49,86,79,88,81,10321,0,11921,0,[]
88,22,38,68,81,50,51,81,85,81,85,18,14,77,50,54,47,86,80,88,81,10469,0,12077,0,[]
89,14,33,58,83,43,49,80,82,79,80,18,16,68,45,54,43,88,78,88,77,10534,0,12172,0,[]
90,11,25,57,84,48,46,78,81,79,74,14,14,61,37,55,43,91,73,89,76,10706,0,12335,0,[]
91,9,22,58,83,46,50,81,80,80,77,14,17,53,35,55,42,91,73,91,74,10777,0,12449,0,[]
92,14,16,57,83,45,51,85,81,86,84,15,16,53,33,57,42,89,73,89,72,10952,0,12722,0,[]
93,10,21,60,83,44,52,85,81,85,81,14,15,53,30,55,43,89,72,90,73,11045,0,12836,0,[]
94,9,23,60,83,46,52,85,81,85,81,14,17,48,19,57,42,89,74,90,74,11159,0,12936,0,[]
95,8,28,3,95,41,51,84,83,84,83,17,22,42,17,51,48,90,75,90,76,11252,0,13029,0,[]
96,7,29,10,85,39,54,84,83,84,83,25,31,40,16,51,49,90,76,89,75,11416,0,13224,0,[]
97,7,26,14,74,40,55,84,83,84,83,34,38,39,17,48,49,88,78,86,77,11500,0,13402,0,[]
98,9,29,17,65,38,58,82,84,82,84,31,49,36,17,45,48,88,81,88,84,11608,0,13545,0,[]
99,12,34,18,54,37,58,78,87,78,87,23,48,30,18,41,45,82,82,86,86,11680,0,13598,0,[]
100,16,32,19,48,26,59,73,85,73,85,22,39,24,28,31,40,84,80,84,88,11726,0,13688,0,[]
101,14,36,19,49,19,52,72,87,72,87,21,44,22,41,24,39,83,82,84,87,11777,0,13760,0,[]
102,18,45,16,49,17,51,72,88,72,88,23,44,23,48,23,44,84,84,84,87,11839,0,13966,0,[]
103,19,44,17,44,23,51,74,88,74,88,23,37,25,37,29,38,81,87,80,89,11980,0,14209,0,[]
104,11,33,14,43,31,57,77,88,76,89,18,23,36,36,41,43,82,85,83,86,12095,0,14261,0,[]
105,10,21,15,44,40,55,73,88,73,88,11,20,41,30,48,47,81,89,84,89,12309,0,14469,0,[]
106,8,25,16,34,43,55,70,94,68,92,11,19,47,26,53,50,88,84,84,89,12471,0,14710,0,[]
107,7,28,18,30,44,57,71,92,69,90,10,21,47,24,51,49,88,84,91,4,12593,0,14875,0,[]
108,8,22,15,21,46,55,71,93,69,90,8,20,46,24,50,47,95,5,88,6,12672,0,14946,0,[]
109,13,21,10,16,44,56,71,93,71,93,10,18,34,23,49,49,94,15,76,11,12765,0,15356,0,[]
110,14,21,14,20,41,55,14,17,14,17,13,21,23,22,49,42,91,25,61,11,13429,0,15407,0,['9:9 FPXGimGoon(½âÍÑÕß) »÷É±ÁË BLGADD(ÎäÆ÷´óÊ¦)']
111,14,21,12,20,41,53,12,22,11,24,12,24,13,21,11,19,91,36,47,11,13534,0,15931,0,['9:13 BLGMeteor(Ðé¿Õ¶ÝµØÊÞ) »÷É±ÁË FPXGimGoon(½âÍÑÕß)']
112,14,21,6,26,39,51,12,23,9,27,12,24,10,21,11,19,89,47,35,16,13586,0,16086,0,['9:16 FPXTian(µÂ°î×Ü¹Ü) »÷É±ÁË BLGJinjiao(Ê¥Ç¹ÓÎÏÀ)']
113,3,96,5,29,39,51,12,23,10,32,12,24,16,22,11,17,89,59,25,25,13679,0,16142,0,[]
114,7,88,7,26,5,91,12,23,10,33,12,24,20,26,11,17,87,70,21,38,13772,0,16239,0,[]
115,9,76,10,32,9,86,11,96,2,96,12,24,20,27,90,6,84,80,29,38,13823,0,16304,0,[]
116,10,65,21,42,18,77,22,95,10,95,95,4,95,4,83,14,82,86,42,44,13878,0,16410,0,[]
117,11,53,22,52,27,70,33,93,19,90,81,5,91,12,75,22,82,86,53,51,13930,0,16535,0,[]
118,11,41,24,55,35,62,44,93,31,90,69,6,85,23,64,31,78,88,56,63,13981,0,16585,0,[]
119,11,30,24,57,43,54,57,92,42,90,57,7,81,34,56,40,73,91,56,75,14160,0,16797,0,[]
120,13,16,24,57,44,54,67,92,53,91,45,9,80,46,53,49,74,92,68,81,14280,0,16848,0,[]
121,15,15,2,96,46,53,72,93,63,91,33,11,75,57,51,48,77,91,70,80,14483,0,16971,0,[]
122,15,14,14,92,45,53,78,87,73,88,21,13,72,67,51,49,82,81,77,78,14673,0,17057,0,[]
123,19,13,26,91,44,54,78,85,73,87,19,12,69,64,52,51,87,78,88,81,14768,0,17416,0,[]
124,23,10,35,89,42,58,78,88,65,88,24,8,72,71,56,60,84,86,83,86,14933,0,17511,0,[]
125,16,14,48,90,42,67,74,89,70,88,25,8,69,79,49,53,81,89,80,88,15081,0,17823,0,[]
126,19,21,58,84,52,68,75,91,73,91,26,8,67,79,51,52,79,84,80,86,15225,0,17952,0,[]
127,27,21,61,75,57,69,73,86,68,81,24,9,60,72,49,58,81,86,81,91,15277,0,18128,0,[]
128,19,20,58,71,55,75,65,78,60,74,23,10,58,70,56,68,79,84,76,79,15328,0,18684,0,[]
129,18,14,54,76,55,75,56,77,51,78,22,10,49,69,57,70,71,78,66,83,15422,0,18756,0,['10:41 FPXTian(µÂ°î×Ü¹Ü) »÷É±ÁË BLGKuro(ÌìÆôÕß)']
130,20,11,50,75,55,75,50,80,50,80,26,9,49,76,51,77,74,86,54,84,15964,0,19273,0,['10:50 BLGMeteor(Ðé¿Õ¶ÝµØÊÞ) »÷É±ÁË FPXTian(µÂ°î×Ü¹Ü)']
131,20,11,51,76,55,75,51,84,51,86,25,8,49,75,50,80,62,84,51,83,16069,0,20246,0,['10:51 FPXDoinb(ÏÉÁéÅ®Î×) »÷É±ÁË BLGMeteor(Ðé¿Õ¶ÝµØÊÞ)']
132,19,11,51,76,55,75,52,85,52,88,24,9,49,75,49,79,56,88,55,88,16135,0,20374,0,"['10:56 FPXLwx(Ðé¿ÕÖ®Å®) »÷É±ÁË BLGJinjiao(Ê¥Ç¹ÓÎÏÀ)', '10:58 FPXDoinb(ÏÉÁéÅ®Î×) »÷É±ÁË BLGXinMo(Ä§·¨Ã¨ßä)']"
133,20,13,51,76,55,75,52,85,52,88,22,10,49,75,49,67,68,88,65,88,16186,0,20599,0,[]
134,11,22,51,76,4,93,52,85,52,88,18,15,49,75,48,56,74,87,72,86,16237,0,20899,0,[]
135,11,33,12,95,11,83,52,85,52,88,17,22,91,11,49,52,75,87,74,88,16288,0,20965,0,[]
136,7,29,25,94,21,74,9,96,4,96,11,25,85,23,42,55,77,85,81,90,16406,0,21179,0,[]
137,8,27,37,92,30,66,20,95,20,95,9,27,81,35,42,55,95,4,81,90,16486,0,21300,0,[]
138,8,28,49,90,40,57,32,94,31,93,8,20,80,47,48,51,94,9,93,6,16551,0,21376,0,[]
139,8,36,54,83,45,53,44,93,43,92,12,21,83,56,53,48,94,13,90,14,16616,0,21440,0,[]
140,8,36,53,84,46,52,57,91,55,90,12,19,82,56,64,51,93,25,78,24,16887,0,21762,0,[]
141,3,93,51,84,40,54,71,89,64,83,7,24,77,47,64,51,92,37,68,35,17063,0,21807,0,[]
142,4,80,50,81,46,58,77,88,70,76,5,28,75,44,93,5,90,49,67,48,17124,0,22126,0,[]
143,5,67,51,72,46,57,79,86,80,83,5,31,77,53,84,13,88,61,63,60,17210,0,22337,0,[]
144,6,54,50,74,46,56,80,85,80,82,7,31,71,63,74,22,87,72,56,67,17467,0,22530,0,[]
145,7,40,47,73,47,54,84,80,84,80,7,31,67,71,65,33,90,78,57,64,17652,0,22707,0,[]
146,8,26,46,65,48,52,88,81,85,80,12,23,70,68,56,43,89,70,62,63,17901,0,22997,0,[]
147,10,25,50,65,51,62,80,83,80,83,23,22,78,73,60,49,89,75,74,71,18090,0,23148,0,[]
148,11,26,60,73,53,67,73,85,77,86,30,22,75,59,73,50,90,69,79,75,18183,0,23266,0,[]
149,20,27,70,78,62,75,84,84,78,81,30,22,73,53,72,50,89,71,79,73,18264,0,23449,0,[]
150,19,20,71,77,69,79,79,78,78,76,91,4,72,63,66,55,87,71,75,68,18315,0,23500,0,[]
151,22,11,73,78,68,78,85,81,83,78,78,5,62,63,53,52,87,72,75,63,18441,0,23631,0,[]
152,20,11,66,78,58,69,83,81,83,81,66,6,64,57,50,49,88,73,75,64,18618,0,23719,0,[]
153,23,11,72,70,46,67,82,78,82,78,54,7,63,61,42,54,90,72,69,62,18683,0,23792,0,[]
154,27,8,67,69,41,60,77,71,77,71,40,8,57,65,43,53,91,70,67,63,18936,0,24041,0,[]
155,26,18,63,68,43,59,74,70,72,67,29,9,57,64,49,52,88,68,62,61,18987,0,24278,0,[]
156,26,30,63,77,45,57,74,73,74,73,21,11,66,65,50,51,80,68,71,66,19086,0,24395,0,[]
157,28,37,50,73,42,53,78,75,76,75,15,10,66,62,53,55,74,63,74,62,19318,0,24476,0,[]
158,29,38,40,67,39,56,82,85,79,81,13,16,66,67,63,63,70,64,71,68,19432,0,24589,0,[]
159,14,36,30,60,40,55,84,85,87,85,14,18,66,67,67,67,75,67,78,73,19729,0,24903,0,[]
160,10,26,24,57,33,59,80,86,80,86,18,24,68,68,66,66,81,77,83,79,19907,0,25065,0,['13:16 FPX »÷É±ÁË»ðÁú']
161,7,29,21,48,31,49,71,85,71,83,15,22,58,63,55,56,87,79,85,79,20021,0,25497,0,[]
162,12,22,20,36,35,49,76,91,80,90,14,20,48,52,49,50,87,79,83,79,20072,0,25803,0,[]
163,10,23,18,30,41,56,83,89,85,87,17,16,38,43,45,51,84,78,78,79,20180,0,25854,0,[]
164,10,21,22,40,39,60,82,87,82,87,16,18,38,37,44,50,85,81,85,80,20315,0,26009,0,[]
165,15,17,19,48,29,65,78,87,78,87,16,17,34,42,35,42,83,83,86,86,20408,0,26089,0,[]
166,12,21,18,47,19,61,77,88,77,88,19,14,24,50,28,50,85,87,85,88,20578,0,26659,0,[]
167,12,19,17,49,18,59,79,90,79,90,18,17,17,44,22,50,84,88,86,85,20663,0,26842,0,['13:53 FPXDoinb(ÏÉÁéÅ®Î×) »÷É±ÁË BLGMeteor(Ðé¿Õ¶ÝµØÊÞ)']
168,6,35,17,49,20,61,75,89,75,89,12,25,16,44,33,49,83,87,84,87,20731,0,27009,0,[]
169,5,44,17,49,2,96,81,89,81,89,11,22,15,37,45,52,85,81,88,82,20842,0,27242,0,[]
170,5,44,17,49,3,95,79,87,79,87,10,23,22,32,43,56,84,81,86,86,20957,0,27364,0,[]
171,3,92,17,49,41,56,75,89,75,89,8,30,33,30,43,44,81,84,85,87,21082,0,28126,0,[]
172,5,79,17,49,50,62,72,90,72,90,9,31,31,32,43,44,84,87,86,85,21183,0,28176,1,"['14:18 FPX »÷ÆÆÁË·ÀÓùËþ,»ñµÃÒ»Ëþ']"
173,7,66,12,95,53,66,71,89,68,89,9,31,29,33,93,6,84,87,87,85,21278,0,28227,1,[]
174,8,52,25,94,50,58,68,90,66,89,91,5,26,30,90,7,94,6,93,4,21364,0,28278,1,[]
175,8,39,37,92,47,54,2,96,2,96,82,10,26,31,85,11,94,8,81,13,21506,0,28329,1,[]
176,10,28,50,89,49,53,13,96,11,95,68,11,27,32,75,21,93,13,72,23,21645,0,28483,1,[]
177,10,24,55,82,51,62,26,95,26,95,56,11,32,33,65,33,92,26,65,35,21854,0,28555,1,[]
178,10,22,56,82,54,66,38,93,38,93,44,14,94,4,58,43,91,39,58,44,22057,0,28825,1,[]
179,11,28,55,83,45,58,50,91,50,91,37,16,82,9,50,50,90,52,55,53,22148,0,28966,1,[]
180,18,34,51,75,43,55,50,80,50,81,27,12,71,15,50,51,88,65,56,58,22199,0,29224,1,[]
181,22,31,51,71,39,55,57,72,51,71,22,10,61,24,46,54,86,77,57,64,22354,0,29404,1,[]
182,21,29,56,66,42,59,57,70,56,67,19,14,48,27,51,55,82,82,56,67,22472,0,29622,1,[]
183,19,24,56,65,54,61,57,66,56,65,17,11,49,27,54,54,80,80,57,61,22993,0,29773,1,['15:15 BLGKuro(ÌìÆôÕß) »÷É±ÁË FPXCrisp(Éîº£Ì©Ì¹)']
184,19,25,50,65,47,59,61,74,54,64,8,18,52,35,47,46,78,72,57,61,23074,0,29916,1,[]
185,22,31,47,67,48,54,69,82,49,53,11,30,47,36,49,41,72,63,57,61,23230,0,30003,1,[]
186,18,34,37,62,45,55,71,92,46,56,9,36,51,46,48,48,61,60,57,61,23331,0,30292,1,[]
187,11,39,30,53,42,55,80,87,42,55,11,40,51,49,46,51,63,62,57,61,23448,0,30515,1,[]
188,15,36,21,42,36,60,80,86,36,60,16,37,42,56,42,54,72,69,57,61,23536,0,31061,1,[]
189,22,40,16,42,34,64,81,87,31,66,23,39,33,49,34,59,81,78,92,5,24057,0,31186,2,['15:42 FPX »÷ÆÆÁË·ÀÓùËþ']
190,22,43,15,42,36,66,71,89,36,75,21,43,21,50,25,51,84,84,80,12,24103,0,31355,2,['15:48 BLGADD(ÎäÆ÷´óÊ¦) »÷É±ÁË FPXGimGoon(½âÍÑÕß)']
191,11,31,19,38,34,64,59,89,47,81,21,43,16,42,11,46,77,88,67,19,24280,0,31405,2,[]
192,11,21,28,36,31,55,60,88,60,88,21,43,26,35,11,31,74,88,55,22,24344,0,31544,2,[]
193,17,11,36,40,40,54,74,89,74,89,21,43,31,35,16,15,82,86,53,29,24593,0,31897,2,[]
194,17,8,36,49,37,62,74,89,73,85,21,43,39,42,19,19,81,77,50,34,24756,0,32005,2,['16:6 FPXDoinb(ÏÉÁéÅ®Î×) »÷É±ÁË BLGADD(ÎäÆ÷´óÊ¦)']
195,17,8,26,52,34,65,73,89,71,84,21,43,45,52,40,58,74,67,43,43,24835,0,32076,2,[]
196,17,8,22,55,32,65,62,89,64,88,21,43,52,63,40,58,72,67,48,57,24907,0,32172,2,[]
197,17,8,21,56,36,59,55,81,61,89,90,7,46,71,43,56,72,68,56,68,25042,0,32376,2,[]
198,17,8,22,56,36,62,52,88,2,96,82,16,54,76,50,60,79,76,59,77,25093,0,32441,2,[]
199,17,8,22,56,37,59,51,89,14,95,75,26,66,78,56,68,83,82,64,76,25172,0,32561,2,[]
200,3,94,12,94,36,61,2,96,26,93,64,37,78,75,56,68,81,83,70,83,25258,0,32744,2,[]
201,6,81,24,93,35,60,10,96,39,91,54,43,71,78,91,5,78,87,77,86,25446,0,32798,2,[]
202,8,68,37,90,32,62,25,95,46,92,42,45,70,79,81,16,70,90,71,91,25497,0,32853,2,[]
203,8,55,46,88,32,62,37,94,55,84,45,48,94,5,70,27,65,91,68,91,25578,0,33516,3,['16:55 FPX »÷ÆÆÁË·ÀÓùËþ']
204,9,42,50,93,5,94,49,92,60,84,40,44,88,16,62,39,68,90,69,89,25659,0,33596,3,[]
205,7,31,41,85,10,91,57,91,55,85,42,32,78,24,50,49,76,86,77,85,25995,0,33730,3,[]
206,14,39,47,78,18,80,63,89,58,83,33,23,69,34,54,54,76,86,77,85,26051,0,33783,3,[]
207,14,42,49,79,27,70,63,91,63,83,21,22,73,43,58,62,90,6,93,4,26314,0,33935,3,[]
208,14,40,50,82,34,65,61,93,53,86,11,26,76,46,64,71,80,15,82,13,26493,0,34003,3,[]
209,8,33,54,83,39,67,53,86,47,81,11,26,83,56,68,62,72,25,71,24,26652,0,34056,3,[]
210,9,34,50,81,41,68,48,75,47,71,10,24,81,55,69,50,65,35,64,36,26724,0,34193,3,[]
211,11,28,49,73,43,67,49,68,49,68,13,19,74,55,77,53,55,44,54,47,26801,0,34430,3,[]
212,10,21,39,65,53,67,53,66,52,62,20,15,70,63,75,67,50,50,46,51,26898,0,34712,3,[]
213,11,19,31,57,41,66,45,67,45,67,24,14,57,65,63,64,48,56,49,58,27019,0,34854,3,[]
214,10,21,22,50,36,59,36,62,41,59,17,15,58,63,74,72,55,58,57,66,27264,0,34905,3,[]
215,15,16,11,43,41,59,40,57,43,55,20,12,62,63,79,85,55,49,57,70,27315,0,35059,3,[]
216,12,12,9,31,40,72,44,54,38,59,25,10,58,59,75,89,52,52,54,58,27461,0,35286,3,[]
217,17,9,7,19,44,67,42,55,38,59,26,12,63,62,77,87,49,52,52,51,27563,0,35527,3,[]
218,14,15,8,17,41,70,40,57,11,91,21,11,67,68,77,79,50,53,56,61,27732,0,35628,3,[]
219,16,15,8,17,36,83,40,61,20,82,23,11,67,67,70,69,53,46,52,51,27846,0,35708,3,[]
220,12,12,9,15,44,90,41,56,28,73,23,9,66,72,69,68,52,53,50,52,27967,0,35773,3,[]
221,17,9,12,12,49,91,39,61,38,66,32,11,67,70,72,75,48,54,47,52,28065,0,36051,3,[]
222,17,9,8,16,47,89,38,61,42,66,42,17,73,73,64,83,49,55,52,56,28116,0,36360,3,['18:26 FPX »÷É±ÁË»ðÁú']
223,17,9,8,16,52,92,38,60,41,65,40,16,65,83,63,88,51,64,56,64,28244,0,36530,3,[]
224,6,96,11,95,45,92,35,62,33,66,37,15,53,84,56,90,51,66,47,68,28413,0,36767,3,[]
225,23,93,23,94,43,92,32,69,32,69,32,12,50,82,53,88,47,71,46,69,28464,0,36817,3,[]
226,37,92,36,94,44,93,35,79,35,79,20,15,47,89,50,93,49,80,47,74,28520,0,37001,3,[]
227,47,91,47,92,49,93,36,85,36,85,13,21,55,85,57,89,50,79,48,79,28724,0,37075,3,[]
228,48,90,39,89,46,93,32,75,36,76,8,29,69,81,62,89,48,68,48,68,28775,0,37286,3,[]
229,44,80,44,80,46,93,39,75,42,78,10,32,71,69,60,89,49,59,47,58,28916,0,37443,3,[]
230,47,89,41,71,3,90,41,69,43,69,16,38,69,63,55,84,43,52,41,51,28997,0,37625,3,[]
