,VGChelizi, ,VGYoudang, ,VGJay, ,VGPuff, ,VGSouthwind, ,JDGZoom, ,JDGFlawless, ,JDGYagao, ,JDGimp, ,JDGLvMao, ,blue_economics,blue_towers,red_economics,red_towers,captions
62,7,22,16,44,48,47,80,85,82,84,45,13,68,48,54,45,85,79,85,79,0,0,0,0,[]
63,7,23,17,46,45,43,82,83,83,85,34,17,63,61,59,41,86,79,87,81,0,0,0,0,[]
64,9,24,17,46,45,43,83,82,85,81,25,23,66,54,52,42,88,78,89,80,0,0,0,0,[]
65,13,22,21,53,48,49,88,76,88,79,18,19,67,43,56,46,90,70,90,70,0,0,0,0,[]
66,12,23,24,56,50,49,80,84,79,86,15,16,59,35,54,44,90,72,88,73,0,0,0,0,[]
67,9,21,22,53,52,50,73,85,70,91,13,15,52,34,51,45,87,77,84,80,0,0,0,0,[]
68,10,20,26,51,50,51,73,85,70,91,15,15,53,31,52,44,82,80,82,81,0,0,0,0,[]
69,11,20,32,44,49,49,7,96,5,96,15,15,55,31,50,46,82,79,79,75,0,0,0,0,[]
70,9,20,44,43,51,49,18,95,11,94,15,17,47,34,52,45,81,83,82,82,0,0,0,0,[]
71,13,19,43,38,48,49,30,93,23,94,18,14,45,36,57,43,82,85,78,80,0,0,0,0,[]
72,14,18,43,37,45,44,38,92,36,93,22,12,50,31,56,41,73,88,74,89,0,0,0,0,[]
73,22,10,51,45,50,46,51,92,51,92,24,9,43,35,57,46,73,92,73,91,0,0,0,0,[]
74,21,12,49,47,49,50,63,91,64,92,26,9,50,44,56,47,74,92,73,91,0,0,0,0,[]
75,23,11,50,47,52,48,70,90,73,90,26,9,52,43,57,48,77,86,77,86,0,0,0,0,[]
76,27,19,42,52,43,52,72,91,70,91,29,8,48,46,51,47,76,88,76,91,0,0,0,0,[]
77,25,23,32,46,34,49,69,89,70,91,26,8,42,45,43,44,76,88,75,90,0,0,0,0,[]
78,20,26,34,43,32,47,74,89,71,88,25,9,37,39,49,50,76,77,76,77,0,0,0,0,[]
79,29,32,35,38,37,39,74,87,75,87,26,8,43,36,45,45,75,68,75,68,0,0,0,0,[]
80,25,35,27,37,28,38,80,84,85,85,22,12,34,39,38,42,71,66,71,66,0,0,0,0,[]
81,27,35,24,32,23,37,81,83,84,85,19,21,28,35,30,35,78,63,78,63,0,0,0,0,[]
82,27,34,29,39,23,37,81,84,84,84,21,23,28,32,35,38,87,67,87,67,0,0,0,0,"['6:47 VGYoudang(¾ÞÄ§Ö®Íõ) »÷É±ÁË JDGFlawless(ÁÝ¶¬Ö®Å­),»ñµÃÒ»Ñª']"
83,20,25,22,45,22,42,82,81,83,85,17,13,28,32,45,46,89,72,89,72,0,0,0,0,[]
84,15,18,28,50,22,42,78,74,81,77,18,11,28,32,51,52,87,73,87,73,0,0,0,0,[]
85,14,16,40,51,6,94,78,79,78,80,20,13,84,6,50,52,85,80,85,80,0,0,0,0,[]
86,13,15,47,54,13,90,84,82,83,84,18,13,72,7,51,49,87,81,88,83,0,0,0,0,[]
87,13,16,44,56,21,81,82,85,82,84,18,13,60,9,49,50,88,81,89,83,0,0,0,0,[]
88,15,15,50,65,29,72,83,85,81,84,19,13,48,11,48,49,85,80,85,80,0,0,0,0,[]
89,12,14,46,67,37,63,85,84,83,83,22,12,42,17,55,42,88,79,88,79,0,0,0,0,[]
90,11,13,44,68,41,56,80,85,81,85,28,9,45,16,55,42,87,81,87,81,0,0,0,0,[]
91,3,95,45,68,42,54,82,86,81,84,25,8,45,16,92,5,86,82,86,82,0,0,0,0,[]
92,5,82,46,68,47,53,79,85,82,84,20,13,45,14,86,10,87,83,84,81,0,0,0,0,[]
93,8,71,50,74,58,58,84,86,85,87,18,14,47,16,79,19,87,81,85,79,0,0,0,0,[]
94,7,60,50,76,53,53,80,86,81,87,18,13,49,20,72,29,85,80,85,80,0,0,0,0,[]
95,7,48,50,77,51,47,80,86,80,87,24,12,57,33,62,37,85,84,85,84,0,0,0,0,[]
96,9,35,54,84,50,49,77,89,80,87,24,12,67,39,56,45,85,81,85,81,0,0,0,0,[]
97,11,25,54,85,49,47,74,86,80,86,94,4,74,44,57,48,87,69,87,69,0,0,0,0,[]
98,10,23,57,84,50,49,74,86,74,87,89,5,77,47,56,42,79,67,79,67,0,0,0,0,[]
99,10,23,57,83,40,51,6,96,74,87,78,6,75,54,59,44,81,80,81,80,0,0,0,0,[]
100,9,25,56,83,28,51,7,96,72,86,65,7,79,53,58,50,83,84,83,85,0,0,0,0,[]
101,8,26,56,83,20,46,18,95,73,85,53,8,78,53,69,48,81,84,80,80,0,0,0,0,[]
102,9,24,5,91,19,50,29,94,76,90,41,9,73,53,74,48,78,87,78,83,0,0,0,0,[]
103,10,23,11,80,26,51,41,92,73,92,29,12,77,48,69,50,78,82,78,82,0,0,0,0,[]
104,11,22,16,68,38,50,53,91,74,88,26,15,69,40,56,50,79,75,79,75,0,0,0,0,[]
105,9,23,18,56,43,54,65,90,76,89,18,15,59,34,52,51,79,75,79,75,0,0,0,0,[]
106,9,23,23,56,41,55,74,88,78,87,14,17,52,35,50,51,95,8,92,10,0,0,0,0,[]
107,10,22,22,54,41,57,78,85,81,86,15,16,51,34,48,49,93,15,85,16,0,0,0,0,[]
108,10,20,18,46,47,54,82,82,81,78,16,16,46,35,46,48,92,27,77,24,0,0,0,0,[]
109,10,20,15,43,45,54,82,78,81,77,14,18,42,44,49,47,91,38,69,31,0,0,0,0,[]
110,10,20,21,44,47,53,88,79,88,74,13,17,42,46,47,49,90,50,61,39,0,0,0,0,[]
111,14,19,30,39,42,53,90,77,81,77,16,16,44,51,46,53,90,62,55,47,0,0,0,0,[]
112,15,19,39,44,37,60,83,79,79,74,20,14,45,47,45,49,91,68,51,50,0,0,0,0,[]
113,19,17,31,47,39,62,77,72,78,81,26,10,38,42,34,43,90,70,38,42,0,0,0,0,[]
114,23,23,33,59,39,62,76,63,78,82,23,10,41,39,39,41,90,70,40,43,0,0,0,0,[]
115,18,18,39,53,2,96,75,68,3,96,25,11,47,28,46,49,89,72,49,47,0,0,0,0,[]
116,15,17,36,48,10,92,70,78,8,93,21,13,50,26,52,50,88,78,59,50,0,0,0,0,[]
117,14,15,40,52,19,84,62,75,18,84,20,13,52,27,48,50,86,80,64,58,0,0,0,0,[]
118,16,15,39,56,28,73,62,85,29,88,21,10,61,36,53,50,84,82,64,59,0,0,0,0,[]
119,17,12,37,50,36,63,71,89,41,90,23,10,66,46,57,56,78,84,58,63,0,0,0,0,[]
120,16,13,33,41,44,55,70,90,53,91,21,10,66,58,54,58,79,74,55,58,0,0,0,0,[]
121,21,12,43,44,47,49,73,89,65,91,26,9,54,58,53,58,69,67,53,58,0,0,0,0,[]
122,21,11,40,44,47,46,78,85,76,87,26,8,47,47,46,50,60,59,47,47,0,0,0,0,[]
123,22,13,30,46,48,46,79,83,82,85,25,9,52,51,50,50,51,53,51,53,0,0,0,0,['10:13 JDGFlawless(ÁÝ¶¬Ö®Å­) »÷É±ÁË VGJay(·ûÎÄ·¨Ê¦)']
124,22,13,39,53,48,46,82,83,78,81,26,9,61,59,43,57,62,59,62,59,0,0,0,0,[]
125,19,19,37,57,48,46,76,77,69,78,26,8,69,64,52,56,71,62,71,62,0,0,0,0,[]
126,20,20,31,52,48,46,72,77,60,73,28,9,68,65,48,55,81,66,80,67,0,0,0,0,[]
127,21,12,32,39,48,46,61,74,56,66,23,12,67,69,49,53,89,69,77,62,0,0,0,0,[]
128,17,10,34,29,2,96,52,68,44,67,21,11,67,69,53,53,88,73,68,67,0,0,0,0,[]
129,26,8,30,32,12,90,40,66,40,59,29,8,67,69,61,61,91,73,67,67,0,0,0,0,[]
130,25,9,30,32,20,81,42,56,46,55,27,8,67,69,62,62,87,75,69,66,0,0,0,0,[]
131,25,8,29,32,28,72,47,58,51,62,31,7,66,72,62,62,84,80,73,74,0,0,0,0,['10:52 JDG »÷É±ÁËË®Áú']
132,23,11,31,34,36,63,53,66,57,68,27,8,69,79,88,8,74,88,70,78,0,0,0,0,[]
133,20,13,30,32,44,54,56,75,52,77,31,6,66,82,78,16,77,87,73,85,0,0,0,0,[]
134,19,14,28,32,48,48,51,83,53,87,22,11,61,85,70,26,75,87,61,85,0,0,0,0,[]
135,23,11,25,25,46,46,55,94,58,93,24,9,60,84,63,35,72,89,64,83,0,0,0,0,[]
136,25,11,29,18,41,37,67,94,69,92,29,8,60,83,55,42,74,92,71,89,0,0,0,0,[]
137,29,9,30,8,44,49,71,94,71,92,31,7,60,83,48,41,80,89,80,89,0,0,0,0,[]
138,36,10,26,12,47,51,73,90,75,92,27,7,72,75,50,43,88,85,88,85,0,0,0,0,"['11:28 VGYoudang(¾ÞÄ§Ö®Íõ) »÷É±ÁË JDGZoom(º£ÑóÖ®ÔÖ)', '11:28 JDGZoom(º£ÑóÖ®ÔÖ) »÷É±ÁË VGChelizi(»ÄÄ®ÍÀ·ò)']"
139,36,10,15,17,47,51,79,86,82,84,27,7,75,66,52,45,27,11,28,10,0,0,0,0,[]
140,36,10,11,28,37,49,83,81,87,81,27,7,63,62,57,41,23,12,24,11,0,0,0,0,[]
141,36,10,14,39,42,52,86,81,83,80,27,7,68,64,57,43,22,9,24,13,0,0,0,0,[]
142,36,10,15,44,43,55,87,81,89,80,27,7,68,64,53,43,19,11,19,17,0,0,0,0,[]
143,36,10,17,45,39,59,85,87,89,81,27,7,90,5,48,51,14,12,20,24,0,0,0,0,[]
144,7,96,23,55,41,58,85,87,2,96,95,4,82,10,47,46,9,18,17,22,0,0,0,0,[]
145,20,94,23,56,40,58,3,95,4,88,93,71,71,18,42,46,8,22,10,20,0,0,0,0,[]
146,32,93,24,57,40,59,4,84,4,76,91,74,61,24,41,45,11,25,17,13,0,0,0,0,[]
147,44,92,24,57,40,59,5,70,5,64,88,75,52,34,43,52,14,15,20,14,0,0,0,0,[]
148,56,92,10,94,39,59,5,57,7,52,80,77,50,35,45,48,14,15,20,14,0,0,0,0,[]
149,68,90,23,93,45,55,5,43,7,41,76,87,51,28,50,46,93,5,92,6,0,0,0,0,[]
150,71,90,36,92,45,55,7,30,7,29,85,86,43,19,47,48,90,7,90,7,0,0,0,0,[]
151,73,88,49,89,41,56,12,20,10,19,87,86,42,16,45,52,76,10,76,10,0,0,0,0,[]
152,69,80,49,80,37,58,15,15,16,16,81,86,36,16,40,51,63,9,63,9,0,0,0,0,[]
153,74,87,56,75,40,59,16,18,20,23,84,88,27,17,40,51,51,9,51,9,0,0,0,0,[]
154,78,88,51,66,37,60,15,19,17,22,87,85,30,20,46,55,38,10,38,10,0,0,0,0,[]
155,78,77,48,66,43,55,24,29,25,32,87,85,40,27,51,50,27,10,27,10,0,0,0,0,[]
156,81,77,55,62,46,50,30,38,34,38,94,15,44,36,52,50,25,13,25,13,0,0,0,0,[]
157,86,78,64,59,50,51,28,37,32,37,93,28,58,40,51,44,16,17,16,17,0,0,0,0,[]
158,87,78,76,62,49,58,24,36,27,36,91,40,71,41,58,42,15,16,17,18,0,0,0,0,[]
159,87,77,83,63,49,58,17,34,19,35,92,53,74,44,59,44,11,18,16,19,0,0,0,0,[]
160,91,69,86,65,4,95,8,28,9,30,93,64,78,50,61,49,18,22,13,22,0,0,0,0,[]
161,91,72,88,73,11,91,6,28,7,28,90,69,82,61,67,60,27,31,21,26,0,0,0,0,[]
162,85,85,75,78,20,83,10,26,10,25,92,72,87,70,72,66,33,35,34,37,0,0,0,0,[]
163,81,84,61,77,29,71,13,18,11,19,87,66,84,59,58,58,40,33,40,33,0,0,0,0,[]
164,87,80,51,74,38,62,11,15,12,15,87,66,77,52,51,49,34,23,34,23,0,0,0,0,[]
165,80,76,51,74,44,54,11,15,13,14,90,74,73,53,56,48,26,15,26,15,0,0,0,0,[]
166,79,81,47,73,45,53,10,17,13,19,88,69,72,51,67,50,17,13,17,13,0,0,0,0,[]
167,79,85,37,64,50,48,7,25,11,24,88,65,65,41,58,49,17,15,17,15,0,0,0,0,[]
168,84,81,31,54,48,50,7,25,7,22,89,67,58,34,54,43,16,19,14,15,0,0,0,0,[]
169,84,80,24,48,47,50,2,96,7,18,90,75,46,34,53,44,11,17,11,17,0,0,0,0,[]
170,85,78,26,46,36,50,8,25,7,18,89,74,34,35,47,46,14,18,9,17,0,0,0,0,[]
171,79,83,24,44,26,50,8,21,10,18,89,75,24,36,39,43,16,20,16,20,0,0,0,0,[]
172,69,88,21,44,19,44,11,26,13,18,88,75,24,39,28,38,22,29,22,29,0,0,0,0,[]
173,59,84,22,40,22,40,16,33,12,25,87,74,25,35,29,39,14,22,14,22,0,0,0,0,[]
174,61,85,27,33,27,35,18,33,13,34,86,76,25,26,41,43,13,22,13,22,0,0,0,0,[]
175,72,87,19,24,24,28,14,33,19,25,86,82,29,22,49,47,21,14,21,13,0,0,0,0,[]
176,81,83,23,25,31,40,12,23,22,22,85,83,35,23,50,48,26,13,20,11,0,0,0,0,[]
177,79,86,22,39,37,50,14,19,13,17,83,84,38,24,42,47,25,15,19,14,0,0,0,0,[]
178,85,87,16,43,40,56,10,20,10,15,84,81,30,22,36,39,18,14,18,14,0,0,0,0,[]
179,78,86,16,45,47,54,13,19,13,19,87,78,41,25,43,43,15,13,18,13,0,0,0,0,[]
180,65,88,21,50,48,53,10,19,13,20,79,73,50,25,48,47,17,14,17,14,0,0,0,0,[]
181,56,83,31,46,52,50,13,17,14,19,84,79,49,26,52,44,18,15,18,15,0,0,0,0,[]
182,57,83,34,41,43,47,12,17,13,17,82,84,49,26,54,45,19,15,19,15,0,0,0,0,[]
183,58,84,41,31,41,36,16,15,17,14,85,79,93,7,52,43,23,11,23,11,0,0,0,0,[]
184,68,90,33,21,36,25,16,14,17,11,85,79,86,20,46,36,25,11,25,11,0,0,0,0,[]
185,72,89,27,21,39,33,25,22,19,24,92,11,77,28,48,40,32,8,32,9,0,0,0,0,[]
186,78,83,29,33,46,39,25,30,19,24,92,24,66,35,51,42,32,8,36,18,0,0,0,0,[]
187,83,81,33,41,49,47,32,39,3,96,91,37,64,41,59,40,94,5,95,4,0,0,0,0,[]
188,86,80,35,48,50,52,36,49,14,91,90,50,66,52,56,43,90,10,91,6,0,0,0,0,[]
189,81,77,47,54,59,58,48,55,25,85,90,62,65,56,60,41,86,19,86,19,0,0,0,0,[]
190,78,74,59,61,64,63,62,59,34,77,93,70,66,54,59,46,81,30,81,30,0,0,0,0,[]
191,70,68,67,64,69,67,67,64,43,69,83,66,65,57,62,52,80,43,80,43,0,0,0,0,[]
192,71,69,74,66,72,70,73,72,55,68,76,61,67,61,66,60,76,56,76,56,0,0,0,0,[]
193,72,70,73,72,73,72,74,72,64,71,74,63,69,64,65,62,75,63,75,63,0,0,0,0,[]
194,72,71,75,72,74,70,73,72,65,72,71,62,67,65,63,62,77,63,77,63,0,0,0,0,[]
195,72,69,75,66,75,64,75,71,68,70,69,63,68,62,67,65,75,59,76,59,0,0,0,0,[]
196,72,71,71,68,72,71,74,70,68,68,67,61,67,63,66,63,74,62,74,62,0,0,0,0,[]
197,72,76,74,71,77,70,77,73,74,72,70,64,72,68,70,65,75,64,75,64,0,0,0,0,[]
198,70,69,70,68,72,69,72,69,71,68,68,62,66,65,68,61,74,61,74,61,0,0,0,0,['16:29 VG »÷É±ÁËÍÁÁú']
199,68,81,69,80,66,78,69,80,70,79,75,70,71,69,73,69,74,69,74,69,0,0,0,0,[]
200,61,85,60,85,53,76,60,85,61,75,79,75,60,63,77,76,63,64,70,67,0,0,0,0,[]
201,61,85,60,85,42,68,60,85,50,74,84,81,55,67,75,78,53,56,60,63,0,0,0,0,[]
202,2,96,3,94,41,57,3,95,44,67,78,86,52,65,66,83,44,50,52,64,0,0,0,0,[]
203,8,96,10,82,40,60,4,91,42,68,73,89,50,67,72,86,37,40,50,67,0,0,0,0,[]
204,22,94,17,71,44,53,5,85,42,59,71,91,59,73,71,89,29,35,59,73,0,0,0,0,[]
205,34,93,18,58,47,49,6,71,45,52,70,90,65,69,76,87,21,25,65,69,0,0,0,1,"['17:2 JDGZoom(º£ÑóÖ®ÔÖ) »÷ÆÆÁË·ÀÓùËþ,»ñµÃÒ»Ëþ']"
206,47,92,24,56,44,43,7,57,39,42,81,80,65,59,75,77,16,17,65,59,0,0,0,1,[]
207,60,92,23,54,44,43,6,40,34,39,81,80,58,47,75,77,18,13,58,47,0,0,0,1,[]
208,65,90,31,50,10,91,7,30,2,96,95,4,52,35,92,6,31,12,54,33,0,0,0,1,[]
209,74,88,34,39,14,83,8,29,11,91,90,15,52,36,85,11,39,17,54,32,0,0,0,1,[]
210,78,77,28,50,11,71,12,34,18,81,84,27,58,34,77,20,44,15,95,4,0,0,0,1,[]
211,87,77,17,45,10,59,21,39,27,73,81,39,69,42,67,28,44,14,85,9,0,0,0,1,[]
212,84,78,15,44,11,47,24,50,35,64,85,51,73,43,58,38,37,16,78,17,0,0,0,1,[]
213,74,70,18,47,11,39,37,49,43,55,89,62,79,51,50,48,26,14,71,25,0,0,0,1,[]
214,65,62,28,50,9,26,49,52,48,49,92,71,82,56,50,43,15,17,65,34,0,0,0,1,[]
215,63,58,36,40,9,21,46,49,48,50,87,66,79,54,47,45,22,14,56,40,0,0,0,1,[]
216,53,50,43,39,10,24,48,50,47,46,88,75,70,50,53,41,32,21,53,41,0,0,0,1,[]
217,44,56,41,31,16,19,42,43,43,44,83,83,65,57,54,49,42,24,54,50,0,0,0,1,[]
218,39,64,32,35,18,15,39,40,42,39,80,78,57,60,54,52,52,28,54,52,0,0,0,1,[]
219,46,74,26,24,25,9,32,47,34,43,69,81,52,65,53,63,59,38,52,65,0,0,0,1,[]
220,41,82,25,26,27,8,42,53,38,51,60,88,46,74,45,68,52,48,46,74,0,0,0,1,[]
221,36,89,25,27,33,8,45,52,37,60,52,91,52,84,48,78,53,50,52,84,0,1,0,1,['18:23 VGJay(·ûÎÄ·¨Ê¦) »÷ÆÆÁË·ÀÓùËþ']
222,40,92,25,27,32,8,44,53,33,70,51,89,55,84,51,89,51,51,52,88,0,1,0,1,[]
223,38,92,8,96,37,14,41,53,40,77,47,90,54,85,49,91,50,53,49,89,0,1,0,1,[]
224,39,91,23,94,45,16,39,55,42,77,48,89,49,83,52,88,56,60,52,88,0,1,0,2,['18:40 JDGZoom(º£ÑóÖ®ÔÖ) »÷ÆÆÁË·ÀÓùËþ']
225,44,90,35,91,46,14,40,55,43,68,50,79,51,75,45,79,57,62,45,79,0,1,0,2,[]
226,42,82,36,79,48,10,39,59,38,66,44,69,44,68,44,70,51,62,44,68,0,1,0,2,[]
227,48,91,38,75,51,9,37,61,37,62,51,65,50,67,51,65,48,55,50,67,0,1,0,2,[]
228,50,91,44,78,46,12,38,56,40,57,50,59,48,58,51,63,49,54,48,58,0,1,0,2,[]
229,50,82,40,66,46,22,37,61,37,59,42,56,42,59,48,60,42,54,42,59,0,1,0,2,[]
230,47,70,42,60,41,33,37,58,35,59,43,54,46,55,48,55,42,54,41,54,0,1,0,2,[]
231,52,62,41,57,41,44,39,55,40,56,51,51,51,55,51,55,47,51,51,55,0,1,0,2,[]
232,57,72,39,62,33,39,44,53,44,52,55,46,56,64,61,62,56,59,56,64,0,1,0,2,[]
233,48,78,43,68,41,35,46,49,49,48,57,46,55,76,54,56,57,71,55,76,0,1,0,2,[]
234,45,79,47,72,42,17,43,52,43,52,50,50,54,76,54,50,56,75,54,76,0,1,0,2,[]
235,46,79,43,68,41,10,42,53,43,52,50,48,66,67,53,51,56,63,55,65,0,1,0,2,[]
236,47,80,49,66,38,12,44,53,46,51,47,36,69,61,61,50,61,57,61,57,0,1,0,2,[]
237,58,85,57,70,29,19,42,54,47,50,51,25,74,57,73,54,63,51,65,57,0,1,0,2,[]
238,68,90,65,77,24,30,49,59,42,54,46,14,76,54,74,57,56,48,95,4,0,1,0,2,[]
239,73,89,72,87,24,42,46,52,42,54,50,8,76,54,76,70,51,50,90,11,0,1,0,2,[]
240,80,85,79,82,20,46,43,55,7,94,47,6,92,5,84,78,51,50,83,18,0,1,0,2,[]
241,85,83,68,78,21,52,43,54,17,88,44,13,79,13,87,73,55,45,75,26,0,1,0,2,[]
242,84,84,58,70,21,51,39,57,28,82,41,16,68,19,91,72,58,34,67,33,0,1,0,2,[]
243,74,90,56,68,21,48,39,58,37,74,40,16,56,29,91,69,52,27,56,29,0,1,0,2,[]
244,74,90,56,68,21,48,39,58,47,69,38,16,50,35,91,68,55,30,50,35,0,1,0,2,[]
245,4,91,6,89,21,48,5,95,56,68,30,11,42,36,90,68,56,39,42,36,0,1,0,2,[]
246,6,73,16,76,12,95,14,89,62,62,22,13,35,40,89,69,49,48,37,41,0,1,0,2,[]
247,8,61,18,64,21,87,25,77,51,61,16,16,26,33,85,77,48,49,29,37,0,1,0,2,[]
248,8,48,18,51,33,89,33,65,40,58,14,18,20,25,83,81,54,43,21,25,0,1,0,2,[]
249,8,36,16,44,45,90,43,56,40,53,17,16,24,28,82,80,54,43,25,23,0,1,0,2,[]
