,JDGZoom, ,JDGFlawless, ,JDGYagao, ,JDGimp, ,JDGLvMao, ,V5Windy, ,V5Ben4, ,V5Mole, ,V5y4, ,V5Max, ,blue_economics,blue_towers,red_economics,red_towers,captions
223,86,50,45,16,43,14,48,6,3,97,59,23,88,32,54,11,73,8,74,17,0,6,0,0,[]
224,77,52,42,16,40,15,48,6,14,89,92,8,80,38,54,11,65,8,67,26,0,6,0,0,[]
225,74,59,41,15,40,15,5,94,22,80,86,17,78,50,93,14,62,8,56,30,0,6,0,0,[]
226,79,72,41,15,4,90,10,84,30,71,78,25,79,50,92,30,54,9,58,33,0,6,0,0,[]
227,79,72,3,95,14,84,22,79,39,62,69,32,78,52,92,45,51,8,67,43,0,6,0,0,[]
228,5,96,4,94,17,71,32,70,47,53,61,39,79,51,90,48,51,8,66,53,0,6,0,0,[]
229,15,89,16,81,18,58,41,61,51,49,57,42,71,41,91,55,44,15,66,41,0,6,0,0,[]
230,29,89,25,70,22,43,49,51,55,50,55,41,57,34,88,67,48,17,56,33,0,6,0,0,[]
231,42,89,31,54,24,30,52,45,54,42,62,36,52,33,89,71,57,22,44,33,0,6,0,0,[]
232,57,89,36,41,24,26,48,43,47,40,62,38,54,32,87,69,66,27,55,32,0,6,0,0,[]
233,70,88,42,33,16,39,45,34,39,31,57,34,54,32,87,69,58,23,60,35,0,6,0,0,[]
234,78,86,47,22,20,45,43,37,46,23,57,41,58,35,84,10,56,18,56,47,0,6,0,0,[]
235,82,91,45,23,22,43,45,49,50,26,56,47,72,42,73,21,65,27,66,54,0,6,0,0,[]
236,84,83,41,30,22,43,45,49,41,27,54,48,71,41,68,35,64,17,66,52,0,6,0,0,[]
237,84,83,40,29,23,44,47,48,42,41,56,46,69,42,66,55,61,7,66,48,0,6,0,0,[]
238,78,77,40,27,18,45,51,48,50,45,58,43,78,52,56,56,60,8,95,4,0,6,0,0,[]
239,71,66,44,24,18,45,50,47,50,46,58,44,82,55,56,56,65,9,84,10,0,6,0,0,[]
240,64,60,43,24,5,90,41,40,47,37,60,44,80,50,56,56,68,10,76,20,0,6,0,0,[]
241,71,64,46,24,24,72,42,36,44,34,61,39,80,50,56,56,71,18,66,27,0,6,0,0,[]
242,68,63,40,34,37,59,30,33,34,35,67,30,90,7,57,55,67,29,57,28,0,6,0,0,[]
243,58,56,43,32,49,49,40,39,45,39,68,27,73,14,55,46,61,35,54,28,0,6,0,0,[]
244,51,45,41,28,52,42,47,39,48,39,70,25,64,22,59,35,54,31,51,25,0,6,0,0,[]
245,47,39,46,23,53,45,43,37,41,37,68,15,52,21,54,32,56,31,54,21,0,6,0,0,[]
246,41,29,41,29,55,44,32,34,32,32,64,10,53,21,54,32,64,36,50,18,0,6,0,0,[]
247,41,30,40,29,50,40,33,33,34,31,61,8,53,21,54,32,64,36,43,16,0,6,0,0,[]
248,41,29,40,30,41,29,35,29,34,31,63,9,42,24,45,24,64,34,31,18,0,6,0,0,[]
249,37,24,38,30,30,18,36,28,34,28,57,16,39,24,46,23,65,31,34,17,0,6,0,0,['20:42 JDGYagao(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË V5Ben4(Ã¤É®)']
250,42,25,38,28,33,22,36,28,34,29,48,22,39,24,43,16,65,30,46,12,0,6,0,0,[]
251,34,22,34,30,28,23,36,28,34,31,47,16,39,24,36,19,73,32,56,11,0,6,0,0,[]
252,39,30,31,30,28,24,34,30,34,31,37,18,39,24,48,10,86,34,67,9,0,6,0,0,"['20:56 V5Mole(µ¶·æÖ®Ó°) »÷É±ÁË JDGYagao(Ó¢ÓÂÍ¶µ¯ÊÖ)', '21:0 JDG »÷É±ÁË´óÁú']"
253,47,40,37,40,28,24,37,39,38,38,40,16,39,24,60,9,89,28,62,8,0,6,0,0,[]
254,53,46,49,48,28,24,48,46,50,42,37,11,39,24,65,8,91,29,66,11,0,6,0,0,[]
255,63,38,61,41,28,24,59,39,60,37,42,10,39,24,65,8,90,18,66,9,0,6,0,0,[]
256,65,33,65,34,28,24,65,34,66,33,50,9,93,6,81,8,93,6,79,9,0,6,0,0,[]
257,69,31,67,33,28,24,67,31,67,28,63,7,81,19,95,4,89,14,91,5,0,7,0,0,['21:24 JDGZoom(»ÄÄ®ÍÀ·ò) »÷ÆÆÁË·ÀÓùËþ']
258,69,34,73,34,28,24,66,32,76,33,71,9,74,24,79,20,75,20,81,13,0,7,0,0,[]
259,69,30,72,32,28,24,68,29,74,31,83,8,74,24,82,29,76,20,74,23,0,7,0,0,[]
260,73,24,74,27,2,96,70,24,74,26,94,3,81,26,82,30,82,24,78,20,0,7,0,0,[]
261,75,23,77,25,72,25,74,22,76,25,86,17,81,27,79,32,84,23,81,20,0,8,0,0,['21:43 JDGimp(¸´³ðÖ®Ã¬) »÷ÆÆÁË·ÀÓùËþ']
262,72,26,72,26,70,30,69,28,71,30,79,22,81,28,80,33,79,25,78,21,0,8,0,0,[]
263,79,34,78,34,77,36,76,35,78,33,79,23,84,30,87,48,77,24,76,24,0,8,0,0,[]
264,82,42,81,43,80,47,80,46,81,45,87,28,86,31,90,61,85,24,83,29,0,8,0,0,[]
265,84,50,90,56,82,58,87,55,87,55,82,23,92,38,82,68,90,12,89,38,0,8,0,0,[]
266,4,96,89,69,80,69,88,67,88,67,77,19,82,29,72,75,85,10,82,35,0,8,0,0,[]
267,18,86,90,62,88,60,92,60,88,58,71,11,75,26,65,63,84,22,72,32,0,8,0,0,[]
268,27,76,87,50,92,49,93,46,90,48,70,10,66,31,67,47,84,30,65,33,0,8,0,0,[]
269,36,66,87,48,90,39,92,39,87,38,70,11,78,30,74,42,85,29,76,28,0,8,0,0,[]
270,41,60,90,35,92,35,90,33,87,30,71,12,84,25,76,39,94,28,88,25,0,8,0,0,[]
271,88,28,92,28,92,31,93,28,88,28,81,19,83,25,82,33,91,20,89,22,0,9,0,0,['22:34 JDGZoom(»ÄÄ®ÍÀ·ò) »÷ÆÆÁË·ÀÓùËþ']
272,91,30,89,30,91,37,93,31,88,30,87,23,83,30,89,32,93,22,93,25,0,9,0,0,[]
273,92,34,94,28,89,34,92,35,93,33,90,27,92,34,89,32,94,30,93,34,0,9,0,0,"['22:41 JDGZoom(»ÄÄ®ÍÀ·ò) »÷É±ÁË V5Mole(µ¶·æÖ®Ó°)', '22:44 JDGYagao(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË V5Ben4(Ã¤É®)', '22:45 JDGimp(¸´³ðÖ®Ã¬) »÷É±ÁË V5Max(À×öªÅØÏø)']"
274,89,24,89,25,87,26,91,27,88,23,89,25,92,34,89,32,93,29,93,35,0,9,0,0,"['22:46 JDGYagao(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË V5y4(Ê¥Ç¹ÓÎÏÀ)', '22:49 JDGimp(¸´³ðÖ®Ã¬) »÷É±ÁË V5Windy(É³Ä®»ÊµÛ)']"
275,88,16,88,17,84,18,88,15,87,18,89,25,92,34,89,32,93,29,93,35,0,9,0,0,[]
276,85,11,85,12,83,10,85,6,85,13,89,25,92,34,89,32,93,29,93,35,0,11,0,0,"['22:57 JDGYagao(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷ÆÆÁË·ÀÓùËþ', '23:0 JDGYagao(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷ÆÆÁË·ÀÓùËþ']"
277,90,9,85,13,84,8,89,15,90,10,89,25,92,34,89,32,93,29,93,35,0,11,0,0,[]
278,90,9,85,13,84,8,89,15,90,10,89,25,92,34,89,32,93,29,93,35,0,11,0,0,[]
279,90,9,85,13,84,8,89,15,90,10,89,25,92,34,89,32,93,29,93,35,0,11,0,0,['23:15 JDG »ñÊ¤']
