,BLGADD, ,BLGMeteor, ,BLGKuro, ,BLGJinjiao, ,BLGXinMo, ,LNGFlandre, ,LNGSofM, ,LNGPlex, ,LNGAsura, ,LNGDuan, ,blue_economics,blue_towers,red_economics,red_towers,captions
245,56,88,9,48,65,93,41,57,32,56,79,87,32,47,29,51,31,45,30,46,0,1,0,1,['20:22 LNGSofM(凛冬之怒) 击杀了 BLGXinMo(正义巨像)']
246,68,88,16,50,65,93,48,53,32,56,77,88,39,43,24,38,40,44,37,43,0,1,0,1,[]
247,79,85,24,57,7,83,43,55,32,56,85,79,41,39,19,26,47,48,45,47,0,1,0,1,[]
248,78,85,20,50,11,71,42,56,32,56,87,80,52,37,11,24,53,48,48,49,0,1,0,1,[]
249,83,78,22,51,11,58,40,57,32,56,89,76,63,39,9,23,55,47,44,43,0,1,0,1,[]
250,88,74,32,55,8,45,2,96,32,56,91,72,72,43,8,20,95,4,44,43,0,1,0,1,[]
251,87,79,40,58,8,39,10,84,32,56,84,65,75,44,7,19,82,15,93,5,0,1,0,1,[]
252,88,78,36,50,12,36,21,74,10,84,78,72,80,54,7,19,75,26,86,19,0,1,0,1,[]
253,81,83,31,49,11,30,30,66,21,74,84,78,83,57,10,22,66,34,76,27,0,1,0,1,[]
254,76,86,34,40,9,25,40,58,32,64,84,78,81,66,14,20,57,42,68,36,0,1,0,1,[]
255,68,79,36,39,11,21,45,52,41,55,72,77,68,64,21,12,57,39,66,48,0,1,0,1,[]
256,66,79,44,49,21,27,45,47,48,49,75,78,73,72,29,18,54,30,66,56,0,1,0,1,[]
257,58,69,51,59,19,24,50,48,50,49,71,78,73,72,38,26,54,30,62,51,0,1,0,1,[]
258,59,69,63,62,19,24,52,52,51,53,82,81,73,63,41,31,58,39,57,43,0,1,0,1,[]
259,67,78,65,62,16,16,57,56,62,57,79,87,73,54,35,24,59,44,55,43,0,1,0,1,[]
260,75,87,62,62,17,16,56,56,57,55,87,76,67,48,26,15,56,44,49,43,0,1,0,1,[]
261,77,87,54,56,21,28,51,55,57,55,87,71,58,49,25,11,50,43,49,48,0,1,0,1,[]
262,69,81,58,55,31,36,44,50,50,50,87,71,61,50,26,10,53,44,48,41,0,1,0,1,[]
263,60,72,57,54,35,38,48,51,49,51,84,78,59,51,21,9,55,48,52,45,0,1,0,1,[]
264,56,60,51,50,44,39,50,51,51,48,75,71,56,49,17,10,55,45,53,46,0,1,0,1,[]
265,47,55,42,53,39,40,43,54,42,51,69,67,55,51,51,46,54,48,50,46,0,1,0,1,[]
266,39,64,31,58,32,48,40,58,36,58,78,76,61,60,52,44,55,54,55,55,0,1,0,1,[]
267,46,74,26,59,28,51,40,54,36,58,79,86,67,62,47,41,52,51,56,62,0,1,0,1,[]
268,52,85,27,59,23,41,40,57,2,96,71,91,58,63,49,35,49,55,56,61,0,1,0,1,[]
269,52,88,27,59,20,29,39,54,15,88,70,91,58,73,49,35,51,51,57,70,0,1,0,1,[]
270,52,94,7,96,17,17,43,54,25,77,75,87,60,83,41,31,51,51,57,69,0,1,0,1,[]
271,64,94,28,94,19,13,41,56,33,79,76,89,60,85,32,21,59,50,55,62,0,1,0,1,[]
272,71,90,41,93,16,15,41,60,39,89,74,88,65,83,27,11,59,50,58,60,0,1,0,1,[]
273,67,91,54,93,18,23,43,69,52,91,71,93,69,90,38,10,89,7,58,67,0,1,0,1,[]
274,71,90,66,91,18,23,49,80,64,91,75,91,73,88,45,9,79,21,58,67,0,1,0,2,['22:47 LNGSofM(凛冬之怒) 击破了防御塔']
275,78,85,81,83,5,88,50,81,82,85,84,81,71,77,45,11,71,31,89,5,0,1,0,2,[]
276,87,77,80,76,10,74,46,74,86,78,85,79,72,66,45,11,61,40,76,15,0,1,0,2,['22:58 BLGXinMo(正义巨像) 击杀了 LNGFlandre(荒漠屠夫)']
277,86,76,75,71,21,66,44,69,85,77,85,79,75,54,92,9,52,48,69,26,0,1,0,2,[]
278,89,73,77,63,32,62,39,63,76,69,85,79,76,52,83,22,43,53,63,36,0,1,0,2,[]
279,88,69,76,59,38,51,43,56,75,58,85,79,77,51,80,35,48,47,55,44,0,2,0,2,['23:15 BLGADD(符文法师) 击破了防御塔']
280,87,61,74,57,44,43,51,52,76,56,85,79,77,52,82,48,60,42,64,52,0,2,0,2,[]
281,87,63,75,60,52,52,55,57,73,62,85,79,77,52,88,53,59,50,58,50,0,2,0,2,[]
282,77,71,65,61,43,46,49,53,67,62,85,79,75,44,84,56,52,46,55,44,0,2,0,2,[]
283,69,78,56,59,33,38,50,61,57,58,85,79,76,44,82,66,56,48,54,49,0,2,0,2,[]
284,69,78,57,69,23,29,48,68,51,65,85,79,68,50,78,62,62,51,64,51,0,2,0,2,[]
285,4,95,58,69,14,19,46,74,52,59,91,14,62,60,67,64,61,51,63,52,0,2,0,2,[]
286,5,94,51,65,17,20,49,67,49,58,83,28,55,58,60,60,55,46,59,57,0,2,0,2,[]
287,47,52,54,65,42,58,47,58,46,53,81,43,57,56,58,55,53,50,54,51,0,2,0,2,[]
288,53,52,56,56,52,60,50,52,53,57,87,54,64,52,64,57,54,47,57,48,0,2,0,2,[]
289,62,58,64,57,62,60,59,59,63,58,87,67,58,49,69,50,57,47,57,48,0,2,0,2,[]
290,66,65,66,65,62,62,67,65,69,61,88,79,56,54,62,51,55,51,61,52,0,2,0,2,[]
291,68,68,65,68,65,65,69,67,72,64,85,77,64,59,66,55,60,58,65,58,0,2,0,2,[]
292,75,68,67,69,70,67,72,71,71,67,77,72,73,65,68,67,69,62,72,66,0,2,0,2,['24:16 BLG 击杀了土龙']
293,76,68,76,67,68,71,75,73,75,68,75,70,75,66,68,70,68,67,74,66,0,2,0,2,[]
294,76,69,72,67,76,69,74,69,78,73,75,70,73,66,77,70,69,64,75,67,0,2,0,2,"['24:26 BLGJinjiao(逆羽) 击杀了 LNGFlandre(荒漠屠夫)', '24:28 BLGADD(符文法师) 击杀了 LNGDuan(深海泰坦)', '24:29 BLGJinjiao(逆羽) 击杀了 LNGPlex(离群之刺)']"
295,76,58,76,53,75,58,69,62,70,65,75,70,78,51,77,70,66,54,75,67,0,2,0,2,[]
296,76,46,75,44,76,49,58,59,58,61,75,70,72,42,77,70,59,45,75,67,0,2,0,2,[]
297,68,43,69,42,67,42,50,51,51,52,75,70,68,31,77,70,60,36,75,67,0,2,0,2,[]
298,65,53,62,51,62,51,53,44,56,46,75,70,68,31,77,70,59,37,75,67,0,2,0,2,[]
299,56,48,56,55,53,48,53,47,54,48,75,70,95,4,77,70,60,39,75,67,0,2,0,2,[]
300,56,46,60,57,58,45,57,47,58,45,75,70,80,11,77,70,62,35,75,67,0,2,0,2,[]
301,51,52,71,63,55,47,50,50,50,50,75,70,67,19,77,70,59,38,88,8,0,3,0,2,['25:2 BLGJinjiao(逆羽) 击破了防御塔']
302,49,58,64,62,42,52,44,54,40,51,75,70,59,27,77,70,58,41,75,19,0,3,0,2,[]
303,49,58,62,62,41,52,44,54,40,51,82,10,52,36,94,4,56,40,69,27,0,3,0,2,[]
304,4,95,2,96,4,94,7,88,4,95,69,18,50,46,76,7,53,47,60,36,0,3,0,2,[]
305,17,86,9,85,10,81,19,76,14,81,58,28,41,45,61,8,48,50,51,44,0,3,0,2,[]
306,27,75,17,71,17,67,29,67,25,70,47,34,43,52,49,10,42,54,43,53,0,3,0,2,[]
307,34,65,18,59,18,54,37,61,37,60,35,40,38,44,37,16,38,52,44,51,0,3,0,3,['25:33 LNGAsura(战争女神) 击破了防御塔']
308,39,57,24,50,22,48,39,56,40,55,34,43,34,37,27,22,33,43,36,43,0,3,0,3,[]
309,35,47,31,45,23,45,33,48,33,47,34,39,44,39,26,30,35,38,32,38,0,3,0,3,[]
310,33,41,35,42,25,38,32,45,34,43,34,42,36,40,26,36,39,42,35,41,0,3,0,3,[]
311,36,40,34,40,31,39,33,43,34,43,34,42,36,40,32,38,39,39,36,40,0,3,0,3,"['25:52 BLGJinjiao(逆羽) 击杀了 LNGFlandre(荒漠屠夫)', '25:53 BLGADD(符文法师) 击杀了 LNGDuan(深海泰坦)']"
312,36,38,31,46,31,46,38,40,31,45,34,42,40,32,30,48,43,36,36,40,0,3,0,3,['25:58 LNGPlex(离群之刺) 击杀了 BLGMeteor(德玛西亚皇子)']
313,49,33,31,46,38,42,50,34,37,41,34,42,43,24,31,44,53,31,36,40,0,3,0,3,"['26:1 BLGKuro(解脱者) 击杀了 LNGPlex(离群之刺)', '26:5 BLGADD(符文法师) 击杀了 LNGAsura(战争女神)']"
314,41,27,31,46,32,35,38,36,34,36,34,42,44,23,31,44,53,31,36,40,0,3,0,3,[]
315,38,20,31,46,34,31,32,33,33,32,34,42,41,16,31,44,53,31,36,40,0,3,0,3,[]
316,43,14,31,46,35,30,32,33,34,29,34,42,47,11,31,44,53,31,36,40,0,3,0,3,[]
317,48,17,31,46,33,31,32,33,31,31,34,42,45,14,31,44,53,31,36,40,0,3,0,3,[]
318,48,20,31,46,32,31,32,34,31,31,34,42,48,20,31,44,53,31,92,6,0,3,0,3,['26:30 BLG 击杀了大龙']
319,48,15,31,46,25,35,41,34,34,36,34,42,50,10,31,44,53,31,76,12,0,3,0,3,[]
320,24,24,31,46,10,36,43,24,40,36,95,7,54,8,31,44,53,31,70,24,0,3,0,3,[]
321,25,30,8,94,8,30,41,28,3,96,93,26,54,8,31,44,53,31,62,32,0,3,0,3,[]
322,3,96,17,88,9,29,2,96,15,83,92,42,93,7,89,5,92,6,63,37,0,3,0,3,[]
323,8,92,28,81,9,92,18,86,25,72,91,50,85,22,71,7,79,18,64,39,0,3,0,3,[]
324,13,88,38,74,19,79,27,74,36,62,90,60,80,34,57,7,69,28,65,35,0,3,0,3,[]
325,25,76,46,63,19,63,37,65,41,58,88,67,74,42,45,9,62,38,60,38,0,3,0,3,[]
326,36,75,52,64,22,52,44,54,45,56,88,68,76,46,32,10,54,29,63,37,0,3,0,3,[]
327,37,66,63,59,18,46,45,55,46,53,84,57,82,55,21,9,59,35,69,34,0,3,0,3,[]
328,37,62,65,56,18,44,48,53,45,55,81,50,78,50,31,8,60,40,69,34,0,3,0,3,[]
329,47,53,66,55,25,37,51,50,53,48,81,50,71,41,37,7,62,36,86,9,0,3,0,3,[]
330,55,44,66,46,38,37,60,44,56,42,93,5,66,33,37,7,63,33,78,23,0,3,0,3,[]
331,61,38,70,39,51,34,65,39,59,35,83,20,67,32,84,14,67,27,72,33,0,3,0,3,[]
332,61,34,71,40,62,33,64,36,59,27,79,30,74,35,75,26,72,28,71,30,0,3,0,3,[]
333,67,44,79,53,66,38,62,40,65,36,75,29,77,36,70,30,68,30,73,31,0,4,0,3,['27:41 BLGKuro(解脱者) 击破了防御塔']
334,77,50,85,64,65,37,65,41,67,40,70,30,68,31,67,30,69,30,70,30,0,4,0,3,[]
335,86,53,89,72,75,44,68,47,76,41,77,33,62,33,74,32,79,22,79,37,0,4,0,3,[]
336,90,62,89,69,75,42,67,41,67,39,89,38,53,34,82,36,89,14,81,37,0,4,0,3,[]
337,88,56,84,62,70,41,57,34,57,33,88,37,53,34,73,29,94,7,74,32,0,4,0,3,[]
338,79,48,81,51,59,34,54,31,51,33,91,43,50,30,70,30,81,21,68,31,0,4,0,3,['28:10 BLGJinjiao(逆羽) 击杀了 LNGSofM(凛冬之怒)']
339,85,51,87,49,66,35,65,34,65,34,90,45,50,30,72,27,72,29,69,27,0,4,0,3,[]
340,87,48,87,50,69,35,66,35,66,39,91,44,50,30,83,34,78,28,79,29,0,4,0,3,[]
341,88,51,81,46,70,41,66,35,62,41,92,43,50,30,88,33,77,26,82,26,0,4,0,3,[]
342,88,46,80,41,68,35,65,35,61,40,91,37,50,30,80,27,74,24,82,26,0,4,0,3,[]
343,85,50,76,33,73,30,70,26,70,30,85,29,50,30,80,23,75,21,85,11,0,4,0,3,[]
344,88,55,75,32,75,23,72,25,75,24,86,29,50,30,84,22,81,18,82,20,0,5,0,3,['28:39 BLGXinMo(正义巨像) 击破了防御塔']
345,89,49,83,36,76,23,73,24,75,26,85,24,50,30,83,20,82,22,86,25,0,5,0,3,[]
346,89,43,83,36,77,33,75,33,75,32,91,31,50,30,78,24,80,23,81,25,0,6,0,3,['28:48 BLGADD(符文法师) 击破了防御塔']
347,86,37,82,35,86,37,80,34,83,34,93,31,95,4,82,25,85,24,86,27,0,6,0,3,[]
348,85,34,86,34,92,33,88,34,88,34,93,28,88,21,87,27,92,27,86,27,0,6,0,3,[]
349,77,33,85,34,91,37,87,36,89,36,94,29,92,30,85,28,89,28,86,26,0,6,0,3,[]
350,75,27,83,34,87,39,90,38,87,37,94,29,93,33,82,24,92,30,85,27,0,6,0,3,[]
351,74,28,81,33,86,37,88,37,90,38,93,33,90,32,82,23,89,30,81,24,0,6,0,3,[]
352,73,30,81,33,87,34,88,34,92,35,92,28,83,28,79,23,81,24,81,25,0,6,0,3,[]
353,78,27,87,31,88,30,93,29,92,29,92,21,88,24,86,21,88,22,91,22,0,7,0,3,['29:21 BLGJinjiao(逆羽) 击破了防御塔']
354,87,28,83,29,87,30,89,29,91,29,91,20,88,21,81,20,87,20,92,22,0,7,0,3,[]
355,88,34,88,33,87,37,91,37,91,37,88,23,86,22,80,21,86,22,88,22,0,7,0,3,[]
356,81,43,81,41,87,48,90,46,93,50,87,27,82,29,79,23,80,22,86,27,0,7,0,3,[]
357,77,52,76,46,2,96,5,95,93,52,88,32,80,36,80,29,76,26,77,26,0,7,0,3,[]
358,75,59,73,49,8,78,23,89,7,93,91,42,72,34,68,33,65,34,67,32,0,7,0,3,[]
359,68,66,67,58,8,63,33,79,21,81,91,45,65,34,58,41,56,43,59,37,0,7,0,3,[]
360,68,66,59,56,8,49,47,75,30,70,92,53,53,32,52,45,55,43,51,43,0,7,0,3,[]
361,67,65,48,56,10,42,44,68,39,61,90,63,41,31,58,35,66,41,43,35,0,7,0,3,[]
362,59,63,44,67,10,37,39,61,39,60,88,59,41,36,58,35,66,39,41,27,0,7,0,3,['30:8 BLG 击杀了风龙']
363,56,67,44,67,8,28,41,58,40,57,79,53,29,36,88,7,61,37,41,27,0,7,0,3,[]
364,56,67,4,93,9,31,40,61,40,56,83,56,24,30,71,15,61,41,89,5,0,7,0,3,[]
365,3,94,16,78,14,41,44,58,43,54,92,56,29,22,61,23,58,43,79,15,0,7,0,3,[]
366,13,77,27,68,15,37,47,52,49,50,92,57,29,22,62,25,59,40,71,25,0,7,0,3,[]
367,25,69,30,51,21,23,45,49,44,44,93,58,90,6,59,36,60,40,62,33,0,7,0,3,[]
368,31,58,38,39,23,33,38,40,41,34,92,56,78,19,59,35,61,38,61,36,0,7,0,3,[]
369,32,44,53,32,23,45,45,37,49,35,93,54,70,28,57,29,57,31,59,26,0,7,0,3,[]
370,46,35,56,32,23,45,54,32,54,32,86,51,58,33,59,27,58,28,57,28,0,7,0,3,[]
371,44,32,49,34,24,44,46,33,52,26,91,54,65,35,64,31,68,18,66,30,0,7,0,3,[]
372,31,10,52,48,25,35,31,11,45,24,92,55,66,40,60,40,83,9,64,37,0,7,0,3,[]
373,41,10,44,45,38,37,36,11,46,14,91,59,63,33,54,45,93,4,56,32,0,7,0,3,[]
374,48,8,32,44,50,41,47,11,50,7,91,66,57,29,59,41,73,7,57,29,0,7,0,3,[]
375,56,9,24,57,55,41,44,14,54,9,91,65,63,19,67,33,63,8,58,22,0,8,0,3,['31:14 BLGJinjiao(逆羽) 击破了防御塔']
376,55,11,25,56,55,43,39,17,54,7,93,67,66,11,67,33,60,6,62,13,0,8,0,3,[]
377,43,14,25,56,58,41,35,17,42,9,90,71,57,16,70,25,56,10,57,13,0,8,0,3,[]
378,36,11,2,96,53,41,24,23,33,18,83,82,57,26,65,34,57,21,55,22,0,8,0,3,[]
379,30,18,12,82,51,43,24,34,29,19,79,87,52,35,68,31,60,11,54,32,0,8,0,3,[]
380,30,18,26,69,46,49,23,41,29,19,79,85,54,30,75,25,59,8,54,31,0,8,0,3,[]
381,9,96,32,57,46,49,25,50,17,86,78,74,51,25,73,28,57,10,54,31,0,8,0,3,[]
382,28,94,33,44,6,89,32,46,28,74,74,63,51,22,72,28,57,14,84,10,0,8,0,3,[]
383,43,92,41,41,20,77,39,42,37,61,75,68,52,21,62,34,52,20,70,18,0,8,0,3,[]
384,55,91,49,43,30,64,50,47,49,51,67,56,52,21,59,42,48,15,61,25,0,8,0,3,[]
385,67,89,44,36,32,49,51,42,57,43,67,42,90,6,63,36,54,20,54,32,0,8,0,3,[]
386,74,89,47,38,27,35,48,46,49,41,62,36,75,19,61,34,65,27,55,32,0,8,0,3,[]
387,80,82,37,37,19,23,42,44,51,45,67,35,66,29,58,34,62,34,60,36,0,8,0,3,[]
388,87,71,44,43,23,13,45,50,50,50,67,35,59,39,53,37,57,41,57,39,0,8,0,3,[]
389,92,67,41,45,33,10,45,55,45,53,95,4,50,47,56,48,53,49,50,44,0,8,0,3,[]
390,91,67,34,42,36,9,42,58,41,57,94,18,45,45,48,47,48,46,44,46,0,8,0,3,[]
391,87,73,37,40,36,15,44,51,43,51,92,34,43,36,45,43,43,37,39,39,0,8,0,3,[]
392,44,34,44,38,44,33,43,44,41,39,92,36,50,33,43,45,52,34,41,38,0,8,0,3,[]
393,43,34,43,36,41,36,41,40,41,40,43,34,44,33,41,45,46,33,47,34,0,8,0,3,['32:43 BLGJinjiao(逆羽) 击杀了 LNGPlex(离群之刺)']
394,43,33,42,36,44,34,46,38,47,35,46,34,53,30,41,45,52,27,54,29,0,8,0,3,[]
395,52,25,45,35,54,21,48,35,49,32,47,28,50,23,41,45,49,23,51,25,0,8,0,3,['32:54 LNGSofM(凛冬之怒) 击杀了 BLGADD(符文法师)']
396,52,25,49,26,52,21,50,25,50,24,48,24,56,18,41,45,43,23,46,23,0,8,0,3,['32:57 BLGKuro(解脱者) 击杀了 LNGFlandre(荒漠屠夫)']
397,52,25,46,24,58,17,53,21,36,23,48,24,57,18,41,45,29,22,45,23,0,8,0,3,"['33:1 BLGJinjiao(逆羽) 击杀了 LNGDuan(深海泰坦)', '33:4 BLGKuro(解脱者) 击杀了 LNGSofM(凛冬之怒)']"
398,52,25,57,15,65,11,66,25,25,24,48,24,57,18,41,45,20,26,45,23,0,8,0,3,[]
399,52,25,71,15,80,14,77,18,32,17,48,24,57,18,41,45,28,21,45,23,0,9,0,3,['33:11 BLG 击破了防御塔']
400,52,25,82,12,85,13,84,14,49,16,48,24,57,18,41,45,38,16,45,23,0,10,0,3,['33:20 BLGJinjiao(逆羽) 击破了防御塔']
401,52,25,84,10,91,11,90,12,53,18,48,24,57,18,41,45,39,15,45,23,0,10,0,3,['33:22 LNGAsura(战争女神) 击杀了 BLGXinMo(正义巨像)']
402,52,25,84,10,92,6,90,8,53,18,48,24,57,18,41,45,95,4,45,23,0,10,0,3,[]
403,52,25,84,10,92,6,90,8,53,18,48,24,57,18,41,45,95,4,45,23,0,10,0,3,['33:35 BLG 获胜']
