,BLGADD, ,BLGMeteor, ,BLGKuro, ,BLGJinjiao, ,BLGXinMo, ,LNGFlandre, ,LNGSofM, ,LNGPlex, ,LNGAsura, ,LNGDuan, ,blue_economics,blue_towers,red_economics,red_towers,captions
43,7,27,76,58,47,53,85,81,87,82,13,22,15,44,51,49,89,74,90,75,0,0,0,0,[]
44,10,21,79,55,46,54,85,82,85,83,18,24,20,40,52,48,90,77,88,74,0,0,0,0,[]
45,11,21,79,55,48,52,86,82,87,82,13,17,29,38,51,45,89,75,88,73,0,0,0,0,[]
46,10,24,77,52,44,55,86,80,87,80,11,21,30,33,51,48,88,72,91,74,0,0,0,0,[]
47,10,24,77,52,44,56,87,79,87,80,11,20,26,30,47,48,89,70,90,73,0,0,0,0,[]
48,5,26,5,90,48,54,88,76,89,76,10,24,25,29,51,47,89,68,93,68,0,0,0,0,[]
49,7,28,10,80,48,54,81,77,84,80,10,24,25,29,49,47,88,69,91,72,0,0,0,0,[]
50,11,24,16,69,49,53,86,81,86,82,14,18,87,10,50,46,90,75,89,71,0,0,0,0,[]
51,11,22,18,57,46,53,85,82,88,82,13,17,78,19,53,47,86,75,91,73,0,0,0,0,[]
52,10,22,21,51,47,50,87,82,89,80,12,17,69,26,53,48,87,72,89,74,0,0,0,0,[]
53,9,22,23,40,42,45,87,82,89,83,12,18,61,33,52,48,88,72,91,73,0,0,0,0,[]
54,8,19,20,28,45,46,88,82,88,84,14,18,51,24,53,49,91,69,90,69,0,0,0,0,[]
55,11,18,13,20,44,51,88,82,2,96,15,17,45,16,50,48,90,70,90,69,0,0,0,0,[]
56,11,22,19,24,44,51,8,96,11,96,24,14,42,17,50,49,91,73,86,75,0,0,0,0,[]
57,10,22,25,29,39,50,19,95,21,94,15,15,42,15,48,50,88,76,85,78,0,0,0,0,[]
58,9,23,23,39,39,50,30,94,29,90,13,20,40,16,47,41,87,79,82,79,0,0,0,0,[]
59,10,26,24,50,3,95,42,92,40,86,10,23,39,15,49,43,89,78,76,71,0,0,0,0,[]
60,6,24,32,46,4,95,53,92,49,79,8,17,37,16,95,4,95,4,75,68,0,0,0,0,[]
61,7,26,41,55,51,53,64,92,57,73,10,20,28,21,95,4,95,7,75,68,0,0,0,0,[]
62,8,28,50,61,47,52,72,90,58,63,11,22,27,22,52,48,94,18,93,10,0,0,0,0,[]
63,5,39,47,65,52,55,73,88,67,67,12,23,24,28,56,44,93,28,92,21,0,0,0,0,[]
64,5,39,46,66,56,56,75,89,73,66,12,24,34,35,58,44,92,39,91,31,0,0,0,0,[]
65,6,32,48,75,55,57,74,89,76,57,15,21,46,35,61,51,91,50,90,42,0,0,0,0,[]
66,7,30,54,83,52,54,76,88,79,67,15,21,53,36,58,48,91,60,89,53,0,0,0,0,[]
67,7,30,53,84,49,54,78,86,79,78,91,5,54,32,51,47,90,70,86,63,0,0,0,0,[]
68,7,30,52,84,46,52,79,88,79,85,84,5,62,37,52,49,86,80,87,69,0,0,0,0,[]
69,3,94,53,85,48,55,78,88,80,88,70,6,72,42,52,48,86,85,84,79,0,0,0,0,[]
70,3,94,55,84,49,55,78,87,79,86,59,7,74,43,57,47,85,81,83,80,0,0,0,0,[]
71,10,19,54,85,50,55,82,84,83,84,48,8,76,44,53,45,87,77,86,77,0,0,0,0,[]
72,11,19,2,96,49,53,88,79,88,78,37,9,77,52,51,46,90,72,90,71,0,0,0,0,[]
73,12,17,7,87,51,53,89,77,88,77,27,10,77,54,51,46,91,68,88,67,0,0,0,0,[]
74,13,16,15,79,49,53,89,75,89,77,17,9,72,64,52,47,93,70,89,69,0,0,0,0,[]
75,15,15,24,71,49,52,90,75,88,79,17,9,69,62,54,46,93,70,88,69,0,0,0,0,[]
76,18,14,32,62,53,49,86,78,89,75,25,8,76,56,56,44,91,68,88,67,0,0,0,0,[]
77,24,11,31,50,46,51,83,79,87,79,30,8,81,55,54,44,92,72,88,71,0,0,0,0,[]
78,26,11,30,39,48,49,86,82,89,82,29,8,80,55,54,46,89,71,87,68,0,0,0,0,[]
79,21,13,34,38,48,48,84,83,88,84,27,9,77,56,54,48,87,75,84,66,0,0,0,0,[]
80,23,22,40,38,49,48,82,85,88,84,25,8,72,65,56,46,87,74,87,67,0,0,0,0,[]
81,34,22,41,26,47,46,83,87,88,84,22,11,79,74,57,44,86,76,87,77,0,0,0,0,[]
82,42,23,44,24,41,37,79,86,85,87,22,11,79,75,58,44,87,81,88,83,0,0,0,0,[]
83,34,29,43,24,40,34,80,86,81,89,19,12,71,78,57,46,86,81,88,85,0,0,0,0,[]
84,24,36,41,28,45,44,74,90,73,89,21,9,62,77,53,49,81,83,84,87,0,0,0,0,[]
85,13,34,39,39,47,50,69,81,68,81,26,15,55,76,53,49,78,79,79,88,0,0,0,0,[]
86,10,26,31,48,45,51,63,84,61,84,24,23,54,76,51,52,73,78,75,79,0,0,0,0,[]
87,9,24,22,52,45,53,69,88,64,88,18,23,56,76,55,55,73,77,66,78,0,0,0,0,[]
88,9,25,21,52,43,54,79,87,74,87,12,20,66,67,56,56,81,80,76,78,0,0,0,0,[]
89,8,22,18,46,46,46,80,88,74,86,16,16,66,65,56,56,81,80,80,81,0,0,0,0,[]
90,11,19,18,45,46,49,79,90,74,87,20,14,95,4,86,9,82,82,80,79,0,0,0,0,[]
91,15,13,21,43,47,48,77,89,75,89,22,12,80,5,78,17,84,86,80,82,0,0,0,0,[]
92,17,11,23,32,47,45,79,88,74,88,31,12,68,6,71,26,85,84,80,82,0,0,0,0,[]
93,18,12,26,22,41,37,77,89,74,87,34,12,56,8,62,33,83,86,80,83,0,0,0,0,[]
94,24,11,31,15,38,27,75,89,73,88,30,8,45,9,57,41,82,87,78,82,0,0,0,0,[]
95,27,10,31,12,30,19,75,89,73,89,29,8,38,7,51,45,87,85,78,74,0,0,0,0,[]
96,23,11,25,13,27,14,74,88,69,84,27,11,30,8,46,38,87,85,73,68,0,0,0,0,"['7:58 BLGADD(·ûÎÄ·¨Ê¦) »÷É±ÁË LNGFlandre(Ñª¸Û¹íÓ°),»ñµÃÒ»Ñª']"
97,23,10,26,24,26,24,71,84,69,81,27,11,28,8,49,48,95,9,63,64,0,0,0,0,[]
98,21,12,23,35,29,34,80,85,77,86,27,11,28,11,50,49,95,9,53,63,0,0,0,0,[]
99,15,14,25,46,33,47,81,85,81,87,27,11,23,14,44,52,86,78,54,65,0,0,0,0,[]
100,8,19,26,48,39,51,82,86,80,87,95,4,23,21,45,52,88,79,61,73,0,0,0,0,[]
101,8,19,26,48,36,57,82,85,81,91,79,5,34,24,46,52,86,80,69,80,0,0,0,0,[]
102,3,92,26,48,29,52,76,90,81,91,66,7,42,32,48,51,81,84,77,80,0,0,0,0,[]
103,3,93,34,61,38,51,76,90,76,89,52,9,52,36,49,53,86,85,82,81,0,0,0,0,[]
104,4,83,44,67,41,54,77,89,76,89,37,11,53,34,50,51,84,87,82,83,0,0,0,0,[]
105,6,72,46,67,40,54,76,90,74,88,26,12,61,37,45,54,82,83,80,84,0,0,0,0,[]
106,7,60,50,66,43,56,71,92,69,91,17,14,72,41,50,51,76,89,76,86,0,0,0,0,[]
107,7,48,59,72,51,53,68,92,71,94,17,13,74,45,53,45,76,90,75,87,0,0,0,0,[]
108,9,36,55,82,47,54,68,93,62,94,20,24,76,45,51,48,75,89,77,86,0,0,0,0,[]
109,7,26,56,84,47,52,68,91,62,94,29,32,75,52,53,48,75,87,76,88,0,0,0,0,[]
110,12,22,58,84,48,51,71,91,2,96,34,37,74,54,55,48,80,87,79,83,0,0,0,0,[]
111,12,18,59,85,47,58,69,91,13,95,35,39,72,54,64,51,77,89,76,87,0,0,0,0,[]
112,12,20,62,84,46,58,68,92,27,94,40,39,74,58,68,51,75,93,72,85,0,0,0,0,[]
113,11,28,62,84,43,55,68,92,42,92,40,32,79,52,72,49,75,93,76,87,0,0,0,0,[]
114,18,34,5,91,46,53,67,93,56,91,33,22,81,55,64,51,75,88,78,81,0,0,0,0,[]
115,23,35,12,82,46,52,74,91,71,89,26,12,83,59,54,50,79,86,78,81,0,0,0,0,[]
116,23,35,19,76,44,53,79,88,77,88,23,12,78,65,54,48,84,81,84,81,0,0,0,0,[]
117,18,24,28,66,38,58,75,90,73,89,19,13,71,67,54,51,79,83,82,88,0,0,0,0,[]
118,13,17,31,55,38,58,74,90,68,90,19,12,68,68,52,50,77,79,81,84,0,0,0,0,[]
119,16,16,34,42,5,90,73,91,60,83,25,13,66,69,53,53,72,71,76,74,0,0,0,0,[]
120,15,16,43,44,15,82,69,89,56,83,36,13,66,68,54,52,68,68,68,67,0,0,0,0,[]
121,22,21,36,42,24,73,69,89,46,75,43,19,66,68,51,50,70,68,68,67,0,0,0,0,['10:4 LNG »÷É±ÁËË®Áú']
122,16,17,32,31,33,64,6,94,37,64,40,16,66,68,51,51,77,75,68,67,0,0,0,0,[]
123,16,16,32,30,40,56,9,84,31,52,37,13,93,4,54,49,82,81,94,4,0,0,0,0,[]
124,21,20,32,30,43,54,14,74,34,38,26,10,79,6,54,49,82,83,80,9,0,0,0,0,[]
125,26,30,31,29,51,48,17,64,34,31,21,12,67,9,87,8,81,83,69,17,0,0,0,0,[]
126,26,30,30,29,47,49,18,54,32,33,24,13,57,15,80,18,75,87,60,26,0,0,0,0,[]
127,2,96,31,29,48,49,17,43,29,32,29,19,48,22,72,25,74,88,47,32,0,0,0,0,[]
128,13,95,26,29,42,44,12,34,20,27,27,20,41,30,64,34,75,89,41,30,0,0,0,0,[]
129,25,94,23,23,44,53,11,24,27,21,20,13,41,31,58,41,75,92,39,32,0,0,0,0,[]
130,37,93,28,21,51,62,13,17,29,22,18,11,39,30,52,43,73,92,34,24,0,0,0,0,[]
131,48,92,22,27,48,58,18,21,19,22,22,10,42,33,43,39,81,89,37,25,0,0,0,0,[]
132,60,91,15,40,48,53,16,16,16,16,21,10,35,37,40,41,87,85,29,19,0,0,0,0,[]
133,69,90,16,44,46,54,9,20,11,18,28,10,42,36,47,47,87,85,25,16,0,0,0,0,[]
134,78,85,18,47,44,58,12,17,11,23,28,10,47,35,46,51,90,4,25,15,0,0,0,0,[]
135,80,84,23,55,42,58,9,19,12,25,94,9,51,36,50,44,77,6,24,15,0,0,0,0,[]
136,85,78,24,56,45,57,7,19,2,96,92,28,53,35,50,48,67,7,21,7,0,0,0,0,[]
137,83,78,26,58,49,58,7,19,15,92,91,42,60,35,51,46,58,7,20,12,0,0,0,0,[]
138,2,96,5,95,47,54,10,95,28,86,90,57,70,41,52,48,45,8,25,15,0,0,0,0,[]
139,6,87,17,88,46,54,21,94,37,76,89,72,73,44,50,48,34,10,28,12,0,0,0,0,[]
140,15,80,28,81,44,55,32,93,48,67,86,80,71,41,54,48,25,12,23,11,0,0,0,0,[]
141,25,72,39,74,43,56,42,92,56,61,84,82,59,41,49,50,26,12,24,10,0,0,0,0,[]
142,34,65,49,66,46,53,53,91,57,55,82,80,48,41,51,47,25,13,23,11,0,0,0,0,[]
143,43,58,62,62,43,46,64,91,61,59,77,72,43,39,50,44,21,12,22,14,0,0,0,0,[]
144,51,59,67,63,47,52,70,91,72,63,77,73,42,45,51,47,18,15,20,20,0,0,0,0,[]
145,57,62,75,69,48,54,72,90,78,64,81,76,32,44,47,48,13,20,22,31,0,0,0,0,[]
146,57,59,77,72,45,56,79,87,76,62,93,70,26,52,45,47,13,20,21,40,0,0,0,0,[]
147,48,55,75,65,44,55,79,86,79,75,90,57,22,47,43,44,9,29,16,41,0,0,0,0,[]
148,51,66,83,62,49,53,85,78,88,77,93,53,24,39,47,41,8,32,9,32,0,0,0,0,[]
149,50,66,82,61,50,53,90,72,89,71,93,58,36,30,51,46,8,32,14,34,0,0,0,0,[]
150,59,61,82,58,48,53,89,70,89,67,93,56,48,26,51,46,9,31,14,34,0,0,0,0,[]
151,62,62,77,50,50,55,89,73,89,69,93,61,49,25,52,46,9,26,92,9,0,0,0,0,[]
152,62,62,73,48,55,57,89,73,90,67,93,56,53,29,55,44,8,26,84,19,0,0,0,0,[]
153,3,88,64,58,55,57,88,66,85,64,92,57,65,31,57,42,8,27,80,31,0,1,0,0,"['12:42 BLGXinMo(¶éÂäÌìÊ¹) »÷ÆÆÁË·ÀÓùËþ,»ñµÃÒ»Ëþ']"
154,4,77,55,68,4,94,90,59,87,62,92,51,76,34,66,41,9,27,87,39,0,1,0,0,[]
155,5,65,51,75,10,83,90,59,89,59,93,52,83,36,60,43,9,28,87,40,0,1,0,0,[]
156,5,54,50,77,20,75,91,57,89,57,90,51,83,36,52,48,9,25,89,44,0,1,0,1,['12:58 LNGAsura(Ì½ÏÕ¼Ò) »÷ÆÆÁË·ÀÓùËþ']
157,4,44,55,83,31,66,91,54,89,58,92,47,91,6,49,48,10,25,80,36,0,1,0,1,[]
158,4,45,53,84,39,58,90,66,87,70,92,54,77,10,53,45,12,21,67,36,0,1,0,1,[]
159,10,47,56,83,42,55,86,76,90,81,87,54,65,11,53,45,13,20,59,47,0,1,0,1,[]
160,15,49,54,84,51,56,86,76,90,81,76,52,53,11,89,6,22,25,60,51,0,1,0,1,[]
161,9,44,54,84,49,54,2,96,2,96,85,51,42,17,80,17,26,32,61,49,0,1,0,1,[]
162,6,42,5,91,49,52,12,92,4,96,91,52,43,16,71,26,23,39,66,48,0,1,0,1,[]
163,13,47,11,80,49,51,23,93,17,90,91,54,43,17,62,36,24,38,58,43,0,1,0,1,[]
164,21,44,17,69,54,56,35,93,32,89,92,59,43,22,55,43,33,36,56,43,0,1,0,1,[]
165,21,47,18,56,53,60,47,92,44,82,90,68,43,33,44,34,44,39,49,50,0,1,0,1,[]
166,19,48,17,45,41,57,59,90,57,76,90,69,35,38,35,37,50,46,39,44,0,1,0,1,[]
167,14,48,18,47,41,58,70,88,68,80,87,72,43,37,23,38,48,51,46,50,0,1,0,1,[]
168,6,42,20,45,41,56,76,88,69,80,80,75,52,35,11,33,48,51,51,49,0,1,0,1,[]
169,8,37,16,35,40,57,80,84,80,86,75,73,47,35,11,25,44,53,55,56,0,1,0,1,[]
170,9,27,23,40,41,56,81,85,75,87,83,78,61,36,13,20,47,56,59,60,0,1,0,1,[]
171,11,21,22,46,42,59,77,86,68,80,85,82,72,42,18,22,53,56,57,69,0,1,0,1,[]
172,9,31,29,50,43,54,68,80,62,76,87,74,74,44,14,19,55,48,59,63,0,1,0,1,[]
173,8,31,42,51,48,58,65,77,58,71,87,74,78,51,10,25,52,48,62,62,0,1,0,1,[]
174,8,31,50,60,47,52,57,70,53,64,95,4,73,62,10,23,52,46,95,4,0,1,0,1,[]
175,13,35,61,63,49,53,57,62,56,57,82,13,70,66,13,20,54,46,88,15,0,1,0,1,[]
176,18,45,59,61,48,53,61,60,64,57,73,21,74,60,12,20,53,45,77,25,0,1,0,1,[]
177,21,53,53,60,49,58,58,66,56,61,79,34,78,50,13,18,56,43,67,35,0,1,0,1,[]
178,17,51,60,73,51,62,59,72,57,70,80,48,78,51,13,18,61,41,61,42,0,1,0,1,[]
179,9,46,59,68,59,72,52,63,50,59,74,53,75,52,93,7,68,46,60,49,0,1,0,1,[]
180,6,47,55,56,68,79,48,53,48,56,64,51,64,51,84,19,68,46,61,52,0,1,0,1,[]
181,6,41,57,60,77,86,48,56,49,57,53,48,64,52,74,28,68,46,63,52,0,1,0,1,[]
182,7,30,47,65,83,82,46,56,49,58,49,47,64,60,66,38,95,4,52,49,0,1,0,1,[]
183,9,21,48,65,84,83,50,59,52,60,55,54,63,62,60,44,95,6,53,52,0,1,0,1,[]
184,8,19,53,61,75,87,50,59,50,59,56,56,68,61,66,55,61,50,60,59,0,1,0,1,[]
185,12,14,49,58,65,78,51,61,50,59,57,56,67,66,67,63,55,50,62,61,0,1,0,1,[]
186,22,9,48,57,57,69,47,54,49,59,52,51,67,66,67,63,49,48,62,61,0,1,0,1,[]
187,22,9,44,49,53,60,46,52,44,53,41,39,69,68,72,65,52,46,57,55,0,1,0,1,['15:34 LNG »÷É±ÁË·çÁú']
188,21,10,36,39,51,62,44,52,41,42,36,25,76,72,84,66,55,51,59,56,0,1,0,1,[]
189,24,9,40,37,42,55,44,51,41,34,28,15,72,75,92,66,52,48,64,57,0,1,0,1,[]
190,24,10,40,24,42,52,44,55,34,23,36,7,63,83,90,65,55,55,54,64,0,1,0,1,[]
191,25,10,38,14,43,60,45,51,37,26,36,6,58,82,87,74,52,52,56,61,0,1,0,1,[]
192,28,9,37,15,43,59,46,51,42,40,37,7,58,84,79,85,52,54,58,76,0,1,0,1,[]
193,26,9,37,15,46,58,49,48,50,47,34,7,59,84,76,88,55,55,62,85,0,1,0,1,[]
194,22,13,37,15,46,58,48,50,45,52,44,13,62,81,74,87,66,49,64,83,0,2,0,1,['16:8 BLGADD(·ûÎÄ·¨Ê¦) »÷ÆÆÁË·ÀÓùËþ']
195,20,15,40,16,2,96,47,50,46,51,43,7,73,72,72,90,63,41,68,80,0,2,0,1,[]
196,2,96,40,16,13,94,47,50,47,49,40,8,67,61,73,92,58,46,68,80,0,2,0,1,[]
197,10,95,38,15,26,92,47,50,46,52,45,14,57,56,74,91,55,47,86,9,0,2,0,1,[]
198,16,87,28,20,34,85,46,51,40,50,41,15,56,56,71,89,53,49,76,20,0,2,0,2,['16:26 LNG »÷ÆÆÁË·ÀÓùËþ']
199,27,88,20,29,32,71,41,55,40,50,38,15,94,4,72,90,56,49,66,32,0,2,0,2,[]
200,38,89,15,40,31,58,41,55,2,96,33,17,85,15,78,87,60,43,58,46,0,2,0,2,[]
201,50,92,13,41,23,44,6,94,13,90,19,13,72,18,78,87,60,43,53,42,0,2,0,2,[]
202,54,93,15,43,17,34,16,87,24,82,13,16,61,25,90,5,93,5,49,33,0,2,0,2,[]
203,51,90,15,43,9,27,24,78,31,69,12,18,52,35,78,14,81,13,41,31,0,2,0,2,[]
204,55,94,6,94,9,37,33,69,41,59,10,20,54,32,79,28,72,23,40,26,0,2,0,2,[]
205,51,84,18,87,9,43,41,59,45,54,9,27,63,37,80,43,62,34,45,39,0,2,0,2,[]
206,51,77,30,81,5,37,47,51,47,54,18,23,72,43,75,58,52,44,50,45,0,2,0,2,[]
207,63,77,42,78,6,43,47,55,48,57,26,31,71,41,70,65,51,47,50,45,0,2,0,2,[]
208,70,79,54,76,8,45,40,53,46,54,34,40,67,50,70,65,45,44,41,44,0,2,0,2,[]
209,74,87,59,72,9,46,42,56,45,57,44,46,59,56,76,75,46,48,44,47,0,2,0,2,[]
210,80,87,57,72,21,54,43,57,45,57,50,52,49,58,81,79,44,50,49,49,0,2,0,2,[]
211,70,82,50,67,32,59,39,58,47,55,47,55,51,56,79,76,46,55,46,55,0,2,0,2,['17:33 LNGFlandre(Ñª¸Û¹íÓ°) »÷É±ÁË BLGXinMo(¶éÂäÌìÊ¹)']
212,68,80,45,65,37,59,38,56,47,55,43,54,56,62,84,84,46,58,48,57,0,2,0,2,[]
213,60,83,45,71,40,66,40,65,47,55,48,57,57,68,75,88,48,56,55,66,0,2,0,2,[]
214,50,80,46,79,50,74,44,70,47,55,49,66,56,68,67,84,50,61,56,74,0,2,0,2,[]
215,47,79,47,79,47,79,44,71,47,55,50,60,55,76,57,83,49,53,55,76,0,2,0,2,[]
216,52,85,48,75,50,82,43,69,47,55,46,54,55,76,59,85,47,55,56,74,0,2,0,2,[]
217,56,91,47,79,45,79,37,59,10,92,39,54,54,76,61,87,41,54,55,75,0,2,0,2,[]
218,51,85,50,76,43,70,37,57,23,86,40,51,55,76,64,89,43,56,57,70,0,2,0,2,[]
219,52,77,52,76,39,65,32,66,35,77,39,55,56,74,55,81,43,55,57,69,0,2,0,2,[]
220,47,75,40,67,38,61,31,68,43,69,43,47,56,63,61,84,45,54,54,58,0,2,0,2,[]
221,40,74,29,59,40,57,2,96,41,59,43,45,54,58,61,84,46,49,54,58,0,2,0,2,[]
222,48,82,23,57,42,55,6,94,41,56,95,4,54,58,90,4,48,49,93,4,0,2,0,2,[]
223,53,86,30,60,43,54,14,89,42,56,86,18,90,14,74,5,49,49,87,17,0,2,0,2,[]
224,53,86,36,63,42,55,22,79,42,56,73,29,83,27,59,6,47,36,75,27,0,2,0,2,[]
225,57,91,46,64,39,58,30,70,38,49,61,42,80,39,44,8,51,26,62,36,0,2,0,2,[]
226,70,91,39,65,39,58,38,61,42,52,60,56,80,52,32,9,48,35,48,40,0,2,0,2,[]
227,74,90,30,55,4,91,45,53,52,62,65,59,82,56,28,11,50,47,51,50,0,2,0,2,[]
228,84,88,20,49,11,78,42,57,45,58,77,72,81,65,27,9,47,50,50,52,0,2,0,2,[]
229,84,88,20,49,17,64,39,58,41,60,85,81,74,69,23,14,54,58,56,60,0,2,0,2,[]
230,2,96,22,50,19,51,40,59,43,67,82,85,61,64,16,14,56,63,56,65,0,2,0,2,[]
231,12,95,32,45,24,50,40,55,42,60,78,78,51,59,26,15,48,53,54,58,0,2,0,2,[]
232,25,94,33,43,10,45,37,58,37,60,68,67,53,55,36,25,45,54,45,49,0,2,0,2,[]
233,37,93,30,48,7,42,40,57,38,60,55,66,51,63,41,38,48,51,41,45,0,2,0,2,[]
234,42,88,29,52,14,48,38,59,37,61,50,61,48,59,45,51,46,54,44,52,0,2,0,2,[]
235,55,89,18,46,18,59,36,62,32,65,48,59,48,55,43,47,45,51,44,52,0,2,0,3,['19:32 LNGAsura(Ì½ÏÕ¼Ò) »÷ÆÆÁË·ÀÓùËþ']
236,50,84,18,45,28,66,35,63,33,65,46,65,55,62,42,42,51,37,56,60,0,2,0,3,[]
237,47,78,21,47,41,67,40,65,44,68,55,61,58,62,44,36,55,31,55,65,0,2,0,3,[]
238,44,67,21,47,39,65,43,57,40,65,69,64,68,65,54,50,51,26,62,62,0,2,0,3,[]
239,42,59,7,88,44,56,46,53,44,55,58,60,63,61,55,57,47,36,57,60,0,2,0,3,[]
240,48,53,17,78,43,52,48,52,39,51,52,57,50,54,52,56,50,45,51,56,0,2,0,3,[]
241,45,55,28,69,46,58,44,57,44,55,50,59,50,53,48,54,51,54,49,55,0,2,0,3,[]
242,43,53,39,62,43,57,41,55,42,55,54,57,54,56,48,51,56,61,51,54,0,2,0,3,[]
243,42,59,46,59,46,57,46,58,44,53,59,59,57,57,55,54,54,54,57,60,0,2,0,3,[]
244,39,65,37,57,40,59,40,59,39,56,50,55,48,55,49,55,47,53,53,57,0,2,0,3,[]
245,38,66,36,59,37,62,38,59,39,62,48,58,49,55,45,53,46,52,45,53,0,2,0,3,[]
246,38,66,36,59,37,57,38,60,39,62,53,61,59,59,55,56,56,56,53,57,0,2,0,3,[]
247,11,92,44,67,37,60,39,60,41,59,64,70,67,66,65,65,67,66,55,57,0,2,0,3,[]
248,23,83,44,67,44,58,42,56,43,56,66,68,64,70,65,64,66,65,95,4,0,2,0,3,[]
249,34,89,38,63,40,52,44,50,43,51,74,60,66,67,67,62,57,56,85,8,0,2,0,3,['20:42 LNG »÷É±ÁËË®Áú']
250,45,91,31,53,39,50,42,55,40,51,72,52,66,67,75,57,51,50,74,23,0,2,0,3,[]
