,WEPoss, ,WEbeishang, ,WExiye, ,WEMystic, ,WEMissing, ,RNGLangx, ,RNGKarsa, ,RNGXiaohu, ,RNGUzi, ,RNGMing, ,blue_economics,blue_towers,red_economics,red_towers,captions
235,46,51,43,53,23,38,48,47,46,49,48,48,47,50,45,47,61,51,48,56,33765,1,35047,1,"['19:31 WEMissing(Ä§·¨Ã¨ßä) »÷É±ÁË RNGUzi(ÄæÓð)', '19:34 RNGLangx(µ¶·æÎèÕß) »÷É±ÁË WEMystic(Õ½ÕùÅ®Éñ)', '19:35 RNGKarsa(Ã¤É®) »÷É±ÁË WEMissing(Ä§·¨Ã¨ßä)']"
236,37,63,43,53,32,44,48,47,45,51,41,57,41,58,41,57,61,51,40,58,33825,1,35104,1,['19:37 RNGKarsa(Ã¤É®) »÷É±ÁË WEbeishang(¿ñÕ½Ê¿)']
237,35,63,43,53,40,56,48,47,45,51,44,58,41,60,44,67,61,51,47,58,34456,1,35157,1,[]
238,45,55,43,53,48,50,48,47,45,51,44,58,57,56,55,61,61,51,56,56,34507,1,35211,1,['19:47 WExiye(¿¨ÅÆ´óÊ¦) »÷É±ÁË RNGLangx(µ¶·æÎèÕß)']
239,45,48,43,53,46,45,48,47,45,51,44,58,49,51,47,50,61,51,51,50,34563,1,35263,1,[]
240,43,43,43,53,38,40,48,47,45,51,44,58,42,41,39,40,61,51,46,45,35105,1,35784,1,[]
241,47,53,43,53,37,39,48,47,45,51,44,58,46,51,46,50,61,51,47,46,35161,1,35836,1,"['20:1 WEPoss(»ÄÄ®ÍÀ·ò) »÷É±ÁË RNGMing(Å£Í·Çõ³¤)', '20:1 RNGKarsa(Ã¤É®) »÷É±ÁË WExiye(¿¨ÅÆ´óÊ¦)']"
242,45,56,43,53,37,39,2,96,12,90,44,58,45,56,46,56,86,9,47,46,35212,1,36441,1,['20:9 RNGKarsa(Ã¤É®) »÷É±ÁË WEPoss(»ÄÄ®ÍÀ·ò)']
243,45,56,8,87,37,39,17,86,17,86,44,58,51,48,53,50,77,24,47,46,35263,1,36494,1,[]
244,45,56,17,74,37,39,27,75,27,75,44,58,55,42,56,47,69,35,47,46,35314,1,36545,1,[]
245,45,56,18,61,37,39,35,64,35,64,44,58,55,42,56,47,69,40,47,46,35365,1,36696,1,[]
246,45,56,21,53,37,39,44,54,44,54,92,10,84,10,93,4,61,43,47,46,35537,1,36768,1,[]
247,45,56,22,55,37,39,47,50,47,50,83,27,70,18,90,6,54,44,94,4,35768,1,36819,1,[]
248,45,56,29,46,2,96,51,48,52,43,80,41,59,26,82,21,58,41,78,15,35819,1,37011,1,[]
249,45,56,30,38,11,80,46,52,46,51,75,52,51,34,80,36,57,39,65,21,35870,1,37105,1,[]
250,45,56,28,35,17,67,44,48,43,43,77,51,52,34,78,50,54,42,50,22,36047,1,37248,1,[]
251,17,92,37,42,17,53,49,47,49,47,71,50,47,37,76,49,56,40,40,28,36208,1,37491,1,[]
252,31,89,45,50,11,42,44,48,44,48,58,50,46,38,67,53,54,45,43,38,36281,1,37616,1,[]
253,46,89,43,53,9,29,44,53,38,56,49,43,42,45,58,60,49,43,42,45,36389,1,37729,1,[]
254,57,85,39,58,11,24,41,58,36,57,49,53,45,47,50,65,47,53,43,52,36507,1,37777,1,[]
255,60,82,36,63,11,28,35,59,2,96,50,44,55,54,51,65,49,51,50,54,36574,1,37827,1,[]
256,55,81,40,66,16,40,41,67,15,85,50,54,51,64,49,65,45,55,48,57,36804,1,37973,1,[]
257,56,84,41,66,20,45,39,64,25,76,52,57,58,69,54,63,45,54,47,54,36893,1,38327,1,[]
258,56,84,31,58,20,46,37,57,33,66,51,49,64,71,66,67,54,56,50,54,37096,1,38381,1,[]
259,60,90,32,46,23,38,39,55,40,57,47,35,64,71,66,68,65,64,55,59,37385,1,38430,1,[]
260,65,89,39,42,26,25,42,53,45,51,38,27,67,67,66,65,65,63,55,57,37559,1,38581,1,['21:40 RNG »÷É±ÁËÍÁÁú']
261,67,90,40,31,28,22,43,48,44,43,30,19,56,59,62,61,55,54,53,49,37737,1,38632,1,[]
262,56,84,33,21,37,16,40,57,40,57,31,17,48,53,48,56,49,51,43,54,38270,1,38697,1,[]
263,48,77,32,21,30,18,38,56,33,62,31,20,36,60,38,60,40,54,39,58,38366,1,39804,1,['21:54 WExiye(¿¨ÅÆ´óÊ¦) »÷É±ÁË RNGLangx(µ¶·æÎèÕß)']
264,40,67,39,29,34,23,40,56,32,65,31,20,38,58,36,59,42,54,43,57,38417,1,39883,1,"['21:56 RNGUzi(ÄæÓð) »÷É±ÁË WEMystic(Õ½ÕùÅ®Éñ)', '21:56 RNGXiaohu(ÀëÈºÖ®´Ì) »÷É±ÁË WEMissing(Ä§·¨Ã¨ßä)']"
265,33,64,39,29,34,23,40,56,32,65,31,20,39,59,41,58,45,56,41,58,38503,1,40434,2,['22:4 RNGKarsa(Ã¤É®) »÷ÆÆÁË·ÀÓùËþ']
266,39,59,2,96,6,91,40,56,32,65,31,20,47,51,51,49,54,50,50,51,38616,1,40546,2,[]
267,36,50,15,87,3,95,40,56,32,65,31,20,45,37,47,37,59,45,58,41,38668,1,40596,2,[]
268,47,55,25,76,2,96,40,56,32,65,31,20,41,27,52,25,59,45,58,41,38719,1,40648,2,[]
269,49,51,33,66,13,81,40,56,32,65,31,20,42,17,45,13,87,9,93,6,38854,1,40853,2,[]
270,50,49,39,54,25,71,40,56,32,65,31,20,42,16,35,8,78,23,85,13,38995,1,40974,2,[]
271,51,48,33,47,32,59,40,56,4,95,31,20,45,13,22,11,67,33,75,25,39079,1,41068,2,[]
272,50,43,33,37,32,45,15,88,15,88,94,18,45,13,20,13,59,41,64,36,39177,1,41446,2,[]
273,40,44,35,29,23,38,25,76,25,76,92,34,90,5,28,10,59,45,53,46,39288,1,41498,2,[]
274,33,43,33,31,10,33,34,65,34,65,89,48,74,13,31,8,48,40,46,36,39339,1,41608,2,[]
275,34,43,36,41,8,28,43,56,43,56,85,57,63,22,31,8,50,44,38,27,39576,1,41702,2,[]
276,36,43,37,40,13,21,45,50,45,50,84,59,53,32,93,4,51,44,47,38,39773,1,41904,2,[]
277,42,44,42,41,16,19,45,48,45,48,85,65,52,37,87,6,62,41,55,44,39927,1,41950,2,[]
278,41,45,33,35,18,23,38,40,40,38,85,78,48,33,90,4,69,39,52,53,39978,1,42152,2,[]
279,34,43,35,28,29,32,41,45,41,45,82,84,51,35,71,6,60,36,55,39,40060,1,42251,2,[]
280,34,43,34,39,31,38,45,55,45,55,72,88,49,40,57,7,53,27,53,41,40175,1,42423,2,[]
281,18,95,41,40,41,45,49,50,48,50,69,81,50,40,46,9,55,32,56,45,40467,1,42707,2,[]
282,33,94,43,38,46,50,47,50,44,51,72,71,54,41,48,18,56,33,60,52,40538,1,42760,2,[]
283,46,91,32,45,32,47,35,49,36,50,75,68,55,48,52,28,57,43,54,57,40589,1,43133,2,[]
284,54,82,24,52,26,37,29,58,36,50,74,73,51,41,57,38,55,47,54,57,40672,1,43185,2,[]
285,55,86,16,44,17,34,30,59,12,90,64,62,46,36,44,42,51,49,90,6,40877,1,43267,2,[]
286,65,88,15,41,12,25,43,57,23,79,54,52,47,38,40,37,46,44,73,14,41020,1,43350,2,[]
287,78,87,22,50,19,16,46,56,31,69,51,51,40,36,40,30,48,49,61,25,41179,1,43565,2,[]
288,74,87,31,51,22,13,42,56,40,62,47,48,37,27,36,24,48,47,48,33,41362,1,43617,2,[]
289,84,82,32,48,15,21,46,56,46,55,60,50,24,23,19,22,49,49,39,42,41532,1,43668,2,[]
290,86,77,34,39,11,34,43,55,43,55,74,53,19,24,19,16,50,47,46,41,41614,1,43778,2,[]
291,92,71,35,47,18,44,48,56,47,52,84,63,27,23,33,10,52,49,51,44,41696,1,43851,2,[]
292,88,73,32,44,28,52,49,54,42,51,92,73,39,28,48,9,54,47,50,47,41750,1,43993,2,[]
293,80,76,32,33,38,58,52,49,52,49,87,76,46,39,49,10,59,45,54,42,42005,1,44066,2,[]
294,86,78,35,37,49,58,55,54,55,54,89,74,54,42,47,11,55,44,56,44,42086,1,44332,2,[]
295,87,77,35,43,43,58,55,63,55,56,89,64,44,45,34,11,52,46,52,47,42343,1,44444,2,[]
296,88,75,38,50,40,54,47,68,51,65,91,67,41,44,22,10,47,45,45,45,42496,1,44611,2,[]
297,91,70,44,57,42,59,48,74,47,69,92,59,33,36,18,14,49,43,31,43,43164,2,44750,2,['24:45 WEPoss(»ÄÄ®ÍÀ·ò) »÷ÆÆÁË·ÀÓùËþ']
298,88,60,39,50,45,55,51,63,51,63,93,51,33,37,12,22,52,47,31,45,43275,2,44803,2,[]
299,92,54,41,51,53,52,50,52,50,52,91,47,46,37,7,30,53,44,44,39,43500,2,44929,2,[]
300,83,51,52,46,56,50,54,49,52,46,91,49,58,41,7,31,56,42,52,37,43576,2,45130,2,[]
301,71,48,54,45,58,48,54,48,54,45,90,49,58,40,7,31,58,37,60,41,43644,2,45795,2,[]
302,66,55,46,39,45,53,47,47,46,39,89,49,55,32,8,28,52,27,58,39,43732,2,45849,3,['25:8 RNG »÷ÆÆÁË·ÀÓùËþ']
303,70,64,36,41,33,59,45,55,36,41,91,49,51,37,8,28,53,33,57,38,43780,2,45981,3,[]
304,73,65,31,51,22,53,50,53,27,52,91,46,51,35,95,4,57,39,67,44,43891,2,46113,3,[]
305,73,65,31,52,9,50,48,55,27,51,87,52,50,45,95,4,49,50,63,58,44026,2,46228,3,[]
306,4,96,31,56,11,54,43,58,35,59,82,58,46,49,84,9,52,51,66,55,44127,2,46392,3,[]
307,18,90,32,44,11,54,40,60,40,58,84,59,60,44,68,11,58,41,66,55,44271,2,46442,3,[]
308,33,89,29,39,8,45,35,62,35,62,84,60,61,43,56,16,56,31,89,6,44323,2,46580,3,[]
309,45,88,19,35,7,32,35,62,35,62,83,58,94,5,43,17,60,41,72,15,44439,2,46651,3,[]
310,56,82,15,34,9,29,14,86,5,95,95,4,75,7,40,17,69,40,59,23,44617,2,46882,3,[]
311,57,82,15,34,7,36,26,75,5,95,80,7,66,18,40,16,61,43,44,24,44759,2,46994,3,[]
312,58,83,15,88,7,36,36,67,16,87,80,23,58,30,35,16,51,50,42,33,44882,2,47227,3,[]
313,61,82,26,78,7,93,44,57,26,76,70,32,64,39,22,14,51,48,51,46,45109,2,47321,3,[]
314,72,77,35,67,21,81,51,50,35,67,59,39,66,52,17,15,47,37,59,45,45160,2,47525,3,[]
315,70,66,45,58,32,74,57,61,45,58,54,45,66,55,20,12,50,35,59,48,45241,2,47577,3,[]
316,72,65,56,60,40,66,56,59,56,59,51,46,67,47,28,21,50,35,56,46,45440,2,47628,3,[]
317,73,75,57,54,46,55,51,51,51,51,57,43,66,48,26,31,91,11,58,45,45696,2,47680,3,[]
318,71,78,56,48,51,49,54,48,54,48,58,40,64,41,34,38,80,25,60,44,45772,2,47837,3,[]
319,82,85,51,53,47,56,53,53,53,53,56,46,57,43,44,48,76,34,60,42,45942,2,48020,3,[]
320,83,81,49,58,42,57,47,56,47,56,54,47,54,47,39,42,80,47,56,48,46110,2,48070,3,[]
321,80,77,55,57,50,53,52,50,52,50,55,44,63,52,34,38,79,51,66,56,46185,2,48312,3,[]
322,71,67,58,56,50,52,52,52,52,52,58,41,64,52,42,39,77,50,66,55,46232,2,48362,3,[]
323,59,60,56,56,48,57,49,52,49,52,53,44,60,51,42,46,64,51,59,51,46384,2,48470,3,[]
324,54,58,52,62,50,61,50,61,50,61,48,56,54,54,47,59,54,53,50,61,46472,2,48521,3,[]
325,48,56,51,61,51,64,54,64,51,64,53,64,50,55,45,65,51,54,49,59,46981,2,48606,3,[]
326,49,66,50,66,54,66,48,65,48,66,53,66,50,60,42,66,53,56,46,57,47173,2,48673,3,['27:7 WEMystic(Õ½ÕùÅ®Éñ) »÷É±ÁË RNGLangx(µ¶·æÎèÕß)']
327,48,65,46,63,40,65,51,64,47,64,53,66,50,52,44,50,52,51,51,49,47255,2,48727,3,[]
328,59,68,57,63,40,65,51,61,52,61,53,66,54,55,43,43,53,56,61,43,47307,2,49769,3,[]
329,57,71,57,71,3,94,51,65,51,63,53,66,56,67,43,43,53,64,56,49,47360,2,49822,3,"['27:21 RNGUzi(ÄæÓð) »÷É±ÁË WEMissing(Ä§·¨Ã¨ßä)', '27:22 RNGUzi(ÄæÓð) »÷É±ÁË WEMystic(Õ½ÕùÅ®Éñ)']"
330,49,74,53,84,17,82,51,65,51,63,53,66,51,60,95,4,48,55,51,47,47411,2,50199,3,[]
331,40,65,46,74,11,69,51,65,51,63,53,66,44,48,9,36,45,47,50,47,47547,2,50341,3,[]
332,41,57,38,64,11,58,51,65,51,63,53,66,32,43,13,36,35,39,38,42,47710,2,50394,3,[]
333,42,53,40,58,8,50,51,65,51,63,53,66,32,31,23,37,31,33,28,33,47982,2,50445,3,[]
334,55,59,53,61,7,53,51,65,51,63,53,66,34,30,32,32,31,33,26,33,48176,2,50496,3,[]
335,66,66,65,65,10,59,51,65,51,63,95,4,33,31,41,42,31,33,37,41,48227,2,52072,3,[]
336,72,70,73,73,10,59,51,65,2,96,57,66,32,34,49,53,27,31,46,51,48279,2,52166,3,['27:59 RNG »÷É±ÁË´óÁú']
337,71,83,68,83,7,95,51,65,4,94,68,79,42,43,58,61,16,22,58,61,48331,2,52414,3,[]
338,63,91,54,85,22,84,10,92,10,92,74,70,55,55,61,62,13,22,62,62,48383,2,52509,3,[]
339,58,92,53,85,29,70,11,75,11,75,80,65,59,59,95,4,16,21,66,65,48436,2,52610,3,[]
340,58,92,3,96,32,66,8,60,8,60,90,59,85,10,79,14,79,12,86,9,48706,2,52785,3,[]
341,17,89,12,79,23,65,7,48,7,48,88,58,81,26,69,26,65,20,74,23,48890,2,52837,3,[]
342,26,77,17,65,30,60,11,37,11,37,84,59,78,39,57,33,51,24,63,32,48984,2,53108,3,[]
343,35,65,19,52,31,60,11,34,19,34,87,72,76,44,47,24,48,34,58,38,49234,2,53224,3,[]
344,39,63,24,47,39,57,8,24,14,34,84,82,77,50,31,22,50,47,50,51,49464,2,53569,3,[]
345,37,63,22,48,29,53,10,37,10,37,81,84,73,62,18,20,46,54,43,57,49648,2,53769,3,[]
346,36,61,24,56,35,61,15,49,15,49,70,77,65,71,15,18,43,56,45,55,49700,2,53983,3,[]
347,35,66,34,62,33,62,19,62,19,62,69,66,65,72,14,17,42,56,44,57,49845,2,54265,3,[]
348,34,74,32,72,30,67,31,66,30,67,66,68,65,71,19,14,50,46,37,50,50081,2,54414,3,[]
349,40,84,41,70,27,67,31,66,31,68,66,68,66,66,14,17,45,37,43,52,50133,2,54752,3,['29:4 RNG »÷É±ÁËÍÁÁú']
350,51,88,44,79,15,64,31,69,31,68,58,59,56,57,11,24,44,33,41,45,50185,2,54802,3,[]
351,64,91,52,87,10,59,32,67,3,95,45,56,43,52,13,35,43,45,30,49,50429,2,54869,3,[]
352,59,91,52,84,8,56,33,66,13,88,41,58,31,52,19,46,40,56,23,51,50716,2,55146,3,[]
353,56,88,51,83,5,54,31,70,21,74,38,61,30,60,19,60,36,58,26,61,50908,2,55197,3,[]
354,45,81,42,78,10,63,26,70,26,70,39,65,32,62,20,59,34,61,26,61,50961,2,55249,3,[]
355,34,75,31,72,22,71,27,71,27,71,39,67,32,67,19,60,31,64,33,66,51056,2,55880,4,['29:35 RNG »÷ÆÆÁË·ÀÓùËþ']
356,30,68,25,67,23,71,28,68,25,67,40,65,37,61,14,49,27,59,35,61,51320,2,55952,4,[]
357,26,71,28,68,25,71,28,72,28,68,37,58,45,69,10,37,32,64,37,65,51395,2,56231,4,[]
358,25,67,32,70,25,68,27,71,32,70,36,63,45,65,13,35,33,61,34,62,51468,2,56443,4,[]
359,16,64,22,64,13,63,22,66,22,66,31,56,48,66,8,38,30,54,23,56,51520,2,56547,4,[]
360,18,64,19,61,7,62,24,68,18,63,20,49,45,71,9,39,21,48,18,49,51633,2,56718,4,[]
361,12,63,19,64,6,55,29,69,11,58,14,48,35,62,8,43,13,48,14,50,51747,2,56859,4,[]
362,7,57,9,58,8,59,30,69,7,57,10,51,30,60,6,52,6,51,11,53,51954,2,56911,4,[]
363,6,63,11,63,9,65,25,70,9,65,7,54,23,57,9,53,5,50,10,53,52025,2,57576,4,[]
364,5,62,12,63,6,62,17,66,17,66,5,47,23,53,13,42,9,53,9,52,52193,2,57765,5,['30:16 RNGLangx(µ¶·æÎèÕß) »÷ÆÆÁË·ÀÓùËþ']
365,10,61,21,66,16,64,8,59,8,59,90,4,89,16,94,5,11,40,11,38,52438,2,57816,5,[]
366,18,67,34,66,31,65,10,64,10,64,82,5,76,27,91,10,11,38,14,35,52492,2,57868,5,[]
367,17,65,45,66,42,60,10,64,10,64,68,9,67,37,78,23,91,9,85,11,52545,2,57920,5,[]
368,8,57,45,65,47,55,12,89,9,92,70,23,68,50,67,33,84,26,75,26,52805,2,57970,5,[]
369,8,49,40,61,45,56,24,77,21,80,63,36,57,56,56,42,80,40,65,38,52919,2,58037,5,[]
370,8,47,35,65,40,65,35,67,30,71,55,50,57,67,47,52,77,54,56,50,53055,2,58088,5,[]
371,6,50,44,67,40,65,36,66,44,67,53,62,56,67,42,58,76,67,51,65,53243,2,58226,5,[]
372,6,50,39,74,12,90,28,69,39,74,49,66,62,75,44,54,78,81,48,68,53295,2,58603,5,[]
373,7,94,36,76,25,78,27,76,36,76,56,75,67,83,39,62,74,89,46,73,53346,2,58728,5,[]
374,25,89,2,96,28,70,35,87,2,97,53,77,59,91,40,70,61,91,45,79,53472,2,58811,5,[]
375,34,90,22,94,25,72,34,93,22,94,52,88,47,91,32,71,48,91,41,80,53563,2,59079,5,[]
376,30,85,30,83,24,79,29,92,29,92,43,92,38,89,29,72,43,91,39,88,53615,2,59708,6,['31:20 RNGLangx(µ¶·æÎèÕß) »÷ÆÆÁË·ÀÓùËþ']
377,27,91,28,87,28,89,27,89,27,89,34,94,34,89,33,77,33,93,34,88,53769,2,59801,6,[]
378,29,94,28,90,25,85,26,91,26,91,35,91,34,89,28,78,39,91,35,89,54000,2,59854,6,[]
379,30,87,32,80,27,71,26,85,30,85,49,89,44,81,34,67,52,88,41,78,54087,2,59919,6,[]
380,34,87,35,79,26,69,32,90,35,79,61,84,56,75,31,66,65,83,39,64,54358,2,59970,6,[]
381,29,79,33,74,26,70,34,90,31,74,71,77,69,63,42,56,73,73,31,52,54609,2,60147,6,[]
382,32,69,34,64,29,67,42,89,29,67,74,64,71,62,49,43,74,58,38,41,54775,2,60299,6,[]
383,39,59,43,56,49,48,41,76,49,48,61,57,59,57,52,42,71,62,49,43,54875,2,60351,6,[]
384,47,49,46,48,42,45,40,63,46,47,53,48,50,45,51,42,58,57,50,46,55012,2,60437,6,[]
385,42,59,40,57,38,56,41,60,40,57,46,54,40,51,51,50,47,56,48,52,55086,2,60538,6,[]
386,37,60,36,61,34,63,39,59,37,60,48,55,44,51,51,49,46,57,48,52,55139,2,60678,6,[]
387,40,56,39,59,34,63,42,57,42,57,53,54,52,48,56,46,52,54,50,51,55191,2,60792,6,[]
388,46,53,41,54,2,96,45,47,45,47,64,57,53,34,56,46,54,42,56,45,55319,2,60895,6,[]
389,53,45,53,47,43,56,52,45,51,47,64,57,55,32,63,38,64,37,64,38,55984,2,60942,6,[]
390,57,40,60,49,60,44,60,43,60,43,88,8,54,31,74,28,66,32,68,34,56036,3,61014,6,['32:28 WEMystic(Õ½ÕùÅ®Éñ) »÷ÆÆÁË·ÀÓùËþ']
391,61,34,67,44,62,38,63,37,63,37,75,22,94,4,76,27,66,26,68,33,56115,3,61086,6,[]
392,61,34,66,39,63,40,63,36,63,36,66,33,79,16,95,4,66,29,69,32,56718,3,61188,6,[]
393,70,32,70,33,68,33,69,34,69,34,72,29,71,27,84,14,66,27,73,23,56971,4,61341,6,['32:43 WE »÷ÆÆÁË·ÀÓùËþ']
394,64,39,69,41,60,41,64,40,64,40,68,31,57,22,71,24,62,24,84,14,57025,4,61394,6,[]
395,66,54,67,47,49,50,55,51,55,51,59,37,43,17,61,34,54,31,94,4,57178,4,61545,6,[]
396,67,65,62,59,37,59,56,62,57,63,55,42,46,16,54,43,41,36,80,13,57250,4,61790,6,[]
397,72,77,57,69,29,60,58,75,56,75,50,42,48,19,48,46,28,37,69,27,57341,4,61872,6,[]
398,71,88,57,69,29,66,51,83,50,79,43,44,43,24,47,45,17,34,58,35,57608,4,62013,6,[]
399,72,88,3,96,25,71,51,84,51,84,46,49,42,35,46,50,14,36,48,40,57799,4,62065,6,[]
400,65,77,15,84,35,67,43,78,41,79,41,55,52,37,32,49,14,36,41,39,57912,4,62193,6,[]
401,56,67,24,72,41,67,44,68,40,71,44,50,40,37,20,48,8,38,30,49,58082,4,62502,6,[]
402,47,58,33,62,26,66,43,69,40,71,43,52,38,38,22,48,15,39,22,46,58134,4,62728,6,[]
403,44,55,38,59,12,68,43,69,3,96,39,43,45,37,24,39,16,38,30,36,58410,4,62780,6,[]
404,40,59,30,60,9,74,8,86,8,86,42,39,37,40,23,42,16,38,34,43,58564,4,62833,6,[]
405,40,59,28,59,6,88,21,75,21,75,42,39,29,45,23,41,79,10,33,43,58684,4,62885,6,[]
406,44,56,41,55,7,88,33,66,33,66,87,7,25,46,24,45,66,20,43,39,58737,4,63035,6,[]
407,50,51,48,52,17,78,43,57,43,57,75,21,27,38,24,46,53,21,47,36,58970,4,63186,6,[]
408,50,44,51,44,29,69,52,50,50,44,66,33,40,37,23,48,51,30,49,35,59036,4,63238,6,[]
409,39,39,41,39,23,43,42,45,40,40,56,43,41,34,20,47,49,34,46,36,59147,4,63316,6,[]
410,36,40,38,43,27,50,34,47,34,47,43,39,40,44,20,50,40,37,40,42,59232,4,63368,6,[]
411,24,47,25,51,30,56,30,55,25,51,33,44,31,45,21,53,32,42,31,44,59281,4,63418,6,[]
412,16,49,17,54,23,55,27,59,16,49,23,52,16,49,16,49,27,51,24,53,59385,4,63469,6,[]
413,12,49,18,45,23,56,27,59,17,57,24,56,21,51,19,47,22,56,21,55,60277,4,64366,6,"['34:24 WEbeishang(¿ñÕ½Ê¿) »÷É±ÁË RNGXiaohu(ÀëÈºÖ®´Ì)', '34:25 RNGUzi(ÄæÓð) »÷É±ÁË WExiye(¿¨ÅÆ´óÊ¦)']"
414,7,56,15,41,23,56,27,66,22,64,18,49,17,44,19,47,19,62,18,52,60329,4,64533,6,['34:29 RNGUzi(ÄæÓð) »÷É±ÁË WEMissing(Ä§·¨Ã¨ßä)']
415,6,61,8,32,23,56,11,65,22,64,14,36,14,35,19,47,8,62,11,56,60385,4,65058,6,['34:35 RNGUzi(ÄæÓð) »÷É±ÁË WEPoss(»ÄÄ®ÍÀ·ò)']
416,6,61,7,28,23,56,17,62,22,64,6,28,9,30,19,47,12,66,17,64,60441,4,65779,6,['34:40 RNGUzi(ÄæÓð) »÷É±ÁË WEMystic(Õ½ÕùÅ®Éñ)']
417,6,61,7,28,23,56,17,62,22,64,9,29,8,29,19,47,23,66,17,58,60492,4,66290,6,['34:44 RNGKarsa(Ã¤É®) »÷É±ÁË WEbeishang(¿ñÕ½Ê¿)']
418,6,61,7,28,23,56,17,62,22,64,8,46,9,41,19,47,22,66,9,50,60544,4,66663,6,[]
419,6,61,7,28,23,56,17,62,22,64,8,53,9,52,19,47,12,65,8,56,60595,4,66717,6,[]
420,6,61,7,28,23,56,17,62,22,64,9,65,9,65,19,47,10,66,10,65,60647,4,67068,6,[]
421,6,61,7,28,23,56,17,62,22,64,9,73,9,74,19,47,10,74,8,74,60701,4,67140,7,['35:4 RNGUzi(ÄæÓð) »÷ÆÆÁË·ÀÓùËþ']
422,6,61,7,28,23,56,17,62,22,64,10,82,6,84,19,47,9,81,9,81,60752,4,67658,7,[]
423,6,61,7,28,23,56,17,62,2,96,13,87,13,88,19,47,13,86,14,86,60804,4,67961,8,['35:13 RNGUzi(ÄæÓð) »÷ÆÆÁË·ÀÓùËþ']
424,6,61,7,28,4,96,17,62,6,92,9,92,11,91,19,47,15,87,13,87,60855,4,68011,9,['35:16 RNGMing(Å£Í·Çõ³¤) »÷ÆÆÁË·ÀÓùËþ']
425,6,61,7,28,4,96,17,62,6,92,9,92,11,91,95,4,15,87,13,87,60855,4,68011,9,[]
426,6,61,7,28,4,96,17,62,6,92,9,92,11,91,95,4,15,87,13,87,60855,4,68011,9,['35:30 RNG »ñÊ¤']
