,OMGCurse, ,OMGWorld6, ,OMGicon, ,OMGkRYST4L, ,OMGHudie, ,FPXGimGoon, ,FPXTian, ,FPXDoinb, ,FPXLwx, ,FPXCrisp, ,blue_economics,blue_towers,red_economics,red_towers,captions
25,16,13,49,79,48,51,79,88,79,84,23,13,45,15,51,51,86,83,83,83,0,0,0,0,[]
26,16,11,53,84,47,52,80,85,82,83,20,14,45,15,53,44,87,83,84,87,0,0,0,0,[]
27,18,12,56,84,46,53,80,85,82,83,23,11,48,19,54,48,86,83,87,85,0,0,0,0,[]
28,20,13,54,85,42,54,79,87,85,88,25,7,51,28,52,47,85,79,89,81,0,0,0,0,[]
29,21,11,55,85,44,55,80,84,87,85,24,6,52,34,53,51,86,77,90,77,0,0,0,0,[]
30,20,11,56,84,43,53,83,79,90,81,27,8,53,33,49,51,89,71,91,71,0,0,0,0,[]
31,22,13,57,84,43,53,87,81,90,81,28,9,55,32,49,51,88,74,87,72,0,0,0,0,[]
32,23,12,59,84,44,53,84,81,90,81,27,9,62,37,48,52,88,73,90,73,0,0,0,0,[]
33,19,10,62,84,38,56,85,83,90,81,23,9,71,41,46,54,87,72,91,73,0,0,0,0,[]
34,19,9,62,84,39,56,87,83,89,81,29,9,75,44,46,47,87,74,92,74,0,0,0,0,[]
35,20,10,8,86,39,56,87,82,89,81,27,8,76,46,44,47,89,73,91,73,0,0,0,0,[]
36,22,11,13,75,40,55,84,79,88,80,27,7,76,52,45,52,89,74,92,73,0,0,0,0,[]
37,21,12,24,72,40,56,86,78,88,79,24,9,76,53,47,52,91,74,92,75,0,0,0,0,[]
38,16,16,35,67,41,55,87,80,87,81,18,15,76,54,47,52,92,75,89,74,0,0,0,0,[]
39,19,15,46,67,43,56,86,81,81,78,24,13,76,58,47,51,87,74,87,68,0,0,0,0,[]
40,18,14,57,64,45,55,88,80,74,69,25,11,76,61,50,49,90,71,78,65,0,0,0,0,[]
41,20,13,66,62,53,56,83,78,73,67,27,10,76,57,53,47,91,69,75,62,0,0,0,0,[]
42,22,12,69,63,59,55,79,75,75,68,28,9,83,57,52,46,91,69,81,57,0,0,0,0,[]
43,20,15,65,62,49,52,87,77,82,77,21,13,83,56,53,48,91,72,87,67,0,0,0,0,[]
44,21,14,60,60,49,51,85,83,84,82,26,9,80,55,53,46,91,77,87,76,0,0,0,0,[]
45,17,14,51,59,48,51,86,81,87,81,21,9,76,57,54,46,87,74,90,76,0,0,0,0,[]
46,20,13,41,53,44,43,86,81,86,79,24,9,76,68,54,46,90,76,88,74,0,0,0,0,[]
47,22,11,32,46,44,43,86,83,83,82,26,7,79,75,51,45,88,76,87,76,0,0,0,0,[]
48,19,16,31,37,51,47,82,84,81,83,19,14,79,75,54,46,86,78,90,82,0,0,0,0,[]
49,10,24,29,35,47,49,78,83,78,84,19,14,79,75,51,47,88,78,87,85,0,0,0,0,[]
50,8,31,26,32,38,56,71,85,73,85,19,13,90,5,52,46,84,79,88,84,0,0,0,0,[]
51,8,31,24,41,37,57,76,86,79,85,19,13,79,11,47,51,87,81,88,84,0,0,0,0,[]
52,2,96,24,46,37,56,81,83,82,84,94,4,69,17,47,51,87,78,89,83,0,0,0,0,[]
53,4,89,21,45,37,56,81,84,81,86,15,16,61,25,50,49,86,80,87,85,0,0,0,0,[]
54,4,77,19,45,6,94,82,85,82,83,16,17,52,31,49,50,88,77,90,82,0,0,0,0,[]
55,6,66,19,46,16,88,83,85,84,86,13,22,42,36,48,50,87,78,89,80,0,0,0,0,[]
56,7,54,18,45,23,79,84,82,88,83,10,22,41,33,52,46,87,76,90,79,0,0,0,0,[]
57,7,43,18,46,30,70,83,84,86,81,9,25,42,19,54,45,86,79,87,79,0,0,0,0,[]
58,9,31,21,52,37,61,86,82,87,81,17,22,44,17,95,4,86,76,89,78,0,0,0,0,[]
59,9,31,25,58,41,55,85,83,87,82,18,23,46,15,89,7,89,74,90,75,0,0,0,0,[]
60,8,29,26,59,42,54,85,80,88,81,12,15,44,14,84,11,91,77,90,74,0,0,0,0,[]
61,7,28,34,62,43,54,82,89,82,89,7,18,34,17,75,20,91,74,85,80,0,0,0,0,[]
62,10,26,46,64,42,54,71,93,81,90,7,18,26,23,68,29,87,76,90,81,0,0,0,0,[]
63,11,25,47,66,43,55,71,93,81,90,9,20,18,24,61,37,90,77,90,81,0,0,0,0,[]
64,7,26,48,66,45,52,5,95,9,94,9,23,16,22,55,44,90,77,91,5,0,0,0,0,[]
65,8,23,51,76,46,54,8,95,19,88,11,16,22,26,49,49,95,4,82,12,0,0,0,0,[]
66,10,24,56,83,46,53,19,94,28,83,12,18,31,33,50,48,87,75,75,20,0,0,0,0,[]
67,12,23,53,84,48,53,30,93,37,75,15,16,41,36,52,49,89,75,67,29,0,0,0,0,[]
68,11,22,51,83,47,53,41,91,46,70,13,17,48,35,53,48,87,77,64,39,0,0,0,0,[]
69,10,23,47,72,50,50,51,90,55,62,15,17,52,35,53,47,86,78,66,49,0,0,0,0,[]
70,11,21,54,65,48,51,62,89,57,55,15,16,59,35,53,47,87,77,66,56,0,0,0,0,[]
71,11,19,66,56,57,56,73,87,62,57,17,16,67,43,58,47,87,76,66,55,0,0,0,0,[]
72,14,17,67,55,64,52,80,83,66,55,19,15,66,52,64,52,79,75,65,51,0,0,0,0,[]
73,17,21,63,58,60,56,81,83,63,58,20,14,65,53,64,55,71,67,56,49,0,0,0,0,"['6:3 FPXDoinb(英勇投弹手) 击杀了 OMGicon(青钢影),获得一血']"
74,11,25,57,69,60,56,80,81,57,66,14,20,61,61,58,63,60,63,56,60,0,0,0,0,[]
75,16,17,60,82,60,56,80,85,51,77,18,12,57,68,55,65,59,70,56,66,0,0,0,0,[]
76,15,18,56,92,8,94,78,87,53,87,18,12,55,77,55,55,66,77,56,75,0,0,0,0,[]
77,19,16,49,94,20,83,74,89,60,94,24,11,53,88,55,47,76,79,50,80,0,0,0,0,[]
78,21,14,46,94,27,74,64,89,60,92,23,12,58,89,53,48,81,85,59,85,0,0,0,0,[]
79,22,11,54,91,38,74,63,89,61,88,27,8,60,83,53,48,74,86,64,83,0,0,0,0,[]
80,21,12,62,84,46,68,65,83,64,82,28,10,71,78,53,48,74,87,69,80,0,0,0,0,[]
81,22,13,68,80,57,63,68,79,69,81,27,9,69,79,53,48,77,79,70,77,0,0,0,0,"['6:43 OMGWorld6(酒桶) 击杀了 FPXCrisp(河流之王)', '6:45 OMGWorld6(酒桶) 击杀了 FPXTian(解脱者)', '6:45 FPXLwx(惩戒之箭) 击杀了 OMGWorld6(酒桶)']"
82,20,13,68,81,50,56,70,88,62,84,25,10,69,79,52,49,78,84,70,77,0,0,0,0,[]
83,21,13,68,81,46,53,68,90,61,85,27,9,69,79,51,49,73,87,70,77,0,0,0,0,[]
84,24,12,5,95,45,51,69,92,2,96,26,10,94,6,51,49,72,88,94,14,0,0,0,0,[]
85,22,14,14,86,45,51,64,93,7,94,22,13,89,16,51,49,78,87,93,26,0,0,0,0,[]
86,26,23,22,79,48,50,64,93,9,94,20,16,82,25,53,49,83,85,92,39,0,0,0,0,[]
87,23,32,29,69,49,54,4,96,22,93,18,12,72,29,53,47,83,87,87,50,0,0,0,0,[]
88,24,36,31,58,56,56,4,96,35,92,16,13,65,33,55,44,84,88,77,55,0,0,0,0,[]
89,19,36,32,46,46,56,70,91,47,92,12,13,57,40,95,4,84,88,70,62,0,0,0,0,[]
90,10,31,34,38,42,56,71,88,51,84,12,13,48,46,44,54,94,6,58,59,0,0,0,0,[]
91,9,30,32,42,37,57,73,87,55,75,88,5,41,45,45,53,93,18,54,58,0,0,0,0,[]
92,12,22,28,51,38,58,81,85,57,69,74,6,47,48,45,57,92,29,57,65,0,0,0,0,[]
93,10,21,25,57,39,58,81,83,60,76,61,7,51,49,51,65,91,41,57,66,0,0,0,0,[]
94,9,20,25,58,42,55,81,84,72,78,48,9,47,38,53,64,90,53,51,68,0,0,0,0,[]
95,9,21,32,61,42,56,80,77,78,74,35,11,47,26,51,65,89,64,62,63,0,0,0,0,[]
96,9,21,44,57,53,59,78,76,72,71,19,12,45,23,58,61,91,70,74,62,0,0,0,0,[]
97,3,91,60,57,65,57,73,70,67,62,19,11,44,24,67,57,89,72,73,62,0,0,0,0,[]
98,3,91,70,62,59,56,77,75,72,68,21,12,43,17,67,57,88,76,85,66,0,0,0,0,['8:6 OMGWorld6(酒桶) 击杀了 FPXDoinb(英勇投弹手)']
99,5,80,75,57,49,51,81,82,79,75,19,10,43,17,67,57,88,79,88,76,0,0,0,0,[]
100,6,68,81,55,49,50,83,86,81,82,21,10,50,22,67,57,89,79,88,76,0,0,0,0,[]
101,7,57,73,55,53,45,82,81,82,78,20,11,55,32,67,57,88,82,88,78,0,0,0,0,[]
102,11,47,75,58,52,47,79,86,79,84,20,11,57,40,89,5,87,79,87,74,0,0,0,0,[]
103,11,36,74,61,50,49,80,84,78,85,19,11,56,47,77,24,89,76,84,64,0,0,0,0,[]
104,17,31,73,65,40,62,82,86,82,84,19,14,62,53,63,37,91,78,81,57,0,0,0,0,[]
105,11,29,64,67,40,62,81,85,85,86,17,13,66,55,56,46,88,78,86,64,0,0,0,0,[]
106,14,20,52,66,3,96,81,84,80,86,18,13,62,60,52,52,86,79,84,78,0,0,0,0,[]
107,12,22,46,73,17,86,75,87,73,90,15,14,53,66,46,70,81,88,79,85,0,0,0,0,[]
108,10,33,41,84,25,77,71,84,64,88,12,25,51,73,47,72,81,84,75,79,0,0,0,0,[]
109,11,27,36,93,34,74,76,88,54,83,15,15,47,70,52,64,82,89,78,74,0,0,0,0,[]
110,13,21,35,94,45,79,66,88,57,82,18,17,47,69,55,55,83,83,75,73,0,0,0,0,[]
111,12,19,2,96,45,71,71,89,66,88,18,15,48,60,54,49,84,84,74,69,0,0,0,0,[]
112,12,21,6,91,43,68,75,90,72,89,16,14,50,49,55,46,83,88,80,79,0,0,0,0,[]
113,10,22,11,82,51,64,70,91,72,89,13,15,47,38,54,48,78,89,83,90,0,0,0,0,[]
114,8,24,15,71,45,55,69,91,71,90,18,23,48,35,54,47,78,89,82,90,0,0,0,0,[]
115,11,33,17,60,47,51,72,92,72,90,20,26,50,35,53,47,78,88,82,90,0,0,0,0,[]
116,18,30,22,50,44,52,74,88,76,92,16,17,41,39,50,48,83,86,84,89,0,0,0,0,[]
117,17,31,20,49,41,55,74,90,73,87,15,17,30,38,43,46,80,84,81,90,0,0,0,0,[]
118,11,32,18,50,41,57,72,91,71,89,20,27,23,42,46,52,77,87,80,89,0,0,0,0,[]
119,8,30,22,54,41,55,71,93,70,91,21,38,27,38,48,49,75,88,77,85,0,0,0,0,[]
120,7,29,31,60,44,54,73,92,71,89,23,35,27,38,52,50,76,88,78,89,0,0,0,0,[]
121,9,28,41,66,45,52,79,88,80,90,36,26,92,10,52,48,83,82,84,82,0,0,0,0,[]
122,13,19,53,68,44,53,81,88,83,87,27,17,85,19,50,49,83,80,82,81,0,0,0,0,[]
123,11,17,61,74,42,56,80,92,81,87,19,8,81,29,55,46,84,84,82,84,0,0,0,0,[]
124,8,18,76,78,42,55,83,86,81,85,8,17,81,41,55,46,87,77,85,81,0,0,0,0,[]
125,6,24,86,77,48,52,85,83,82,81,6,23,80,52,91,6,90,69,92,74,0,0,0,0,[]
126,5,32,77,74,50,51,80,87,73,85,15,17,76,61,90,6,86,76,85,77,0,0,0,0,[]
127,5,32,71,78,50,48,76,88,71,82,22,11,72,77,79,15,77,78,78,78,0,0,0,0,[]
128,4,92,63,77,51,47,70,83,64,83,21,12,73,74,73,23,68,78,69,79,0,0,0,0,[]
129,5,81,57,76,56,57,70,84,54,86,21,13,65,65,66,32,62,76,59,73,0,0,0,0,['10:43 FPXLwx(惩戒之箭) 击杀了 OMGWorld6(酒桶)']
130,6,69,57,76,50,55,77,86,54,86,17,17,62,62,58,42,58,66,57,65,0,0,0,0,[]
131,7,58,57,76,39,51,80,88,2,96,10,25,62,59,52,48,65,63,63,62,0,0,0,0,[]
132,8,47,7,94,41,52,81,89,10,92,7,29,66,68,49,48,71,68,72,69,0,0,0,0,[]
133,8,36,15,87,43,53,77,88,21,82,9,27,67,69,54,47,79,75,81,78,0,0,0,0,[]
134,10,26,22,79,40,55,80,88,35,78,11,21,67,69,62,42,83,81,82,82,0,0,0,0,[]
135,10,24,30,70,43,54,78,89,50,75,12,19,69,67,70,40,83,83,85,85,0,0,0,0,[]
136,13,21,31,59,43,47,79,84,58,70,10,14,70,66,67,40,89,81,87,85,0,0,0,0,[]
137,14,17,33,48,45,43,78,79,59,71,14,11,69,67,58,44,89,81,94,4,0,0,0,0,"['11:25 OMGHudie(光辉女郎) 击杀了 FPXTian(解脱者)', '11:25 FPX 击杀了水龙']"
138,18,15,34,39,45,43,77,77,60,61,21,8,69,67,57,45,95,7,81,5,0,0,0,0,[]
139,19,13,43,39,44,44,80,84,63,62,33,6,69,67,54,48,94,7,72,13,0,0,0,0,[]
140,18,15,44,39,44,43,82,85,58,61,41,5,69,67,54,46,94,7,63,22,0,0,0,0,[]
141,19,16,45,40,47,45,79,86,57,57,38,6,69,67,54,47,85,81,49,21,0,0,0,0,[]
142,25,11,41,36,45,53,81,86,65,63,28,6,87,8,59,36,85,80,44,24,0,0,0,0,[]
143,24,12,34,36,43,54,69,88,70,68,28,6,74,10,56,32,86,77,56,22,0,0,0,0,[]
144,23,10,25,38,48,52,67,88,73,62,26,7,61,11,58,42,79,74,59,34,0,0,0,0,[]
145,22,10,16,44,48,49,2,96,63,63,31,6,48,11,55,49,80,76,59,45,0,0,0,0,[]
146,17,13,18,45,45,52,8,95,63,63,31,6,44,17,49,50,84,83,55,50,0,0,0,0,[]
147,17,16,20,50,35,60,14,94,2,95,95,4,48,20,45,53,78,85,49,53,0,0,0,0,[]
148,16,17,24,56,35,60,27,93,7,95,17,14,39,27,43,56,74,91,55,58,0,0,0,0,[]
149,11,22,20,50,35,60,39,92,22,94,12,22,27,31,47,53,74,91,54,66,0,0,0,0,[]
150,5,30,13,47,35,60,52,91,36,89,10,23,24,30,45,54,79,89,51,62,0,0,0,0,[]
151,5,39,13,47,7,94,67,89,54,90,12,20,30,31,43,55,80,89,46,58,0,0,0,0,[]
152,5,39,22,46,16,85,78,87,66,82,9,23,37,38,43,55,86,84,40,56,0,0,0,0,[]
153,3,95,21,39,25,76,79,85,74,76,5,28,50,35,43,55,89,82,48,59,0,0,0,0,[]
154,5,85,11,33,33,66,76,88,60,73,5,28,48,35,47,52,86,85,61,62,0,0,0,0,[]
155,9,72,11,33,43,58,69,79,54,63,8,21,36,38,52,47,85,80,62,60,0,0,0,0,[]
156,10,60,20,37,49,55,59,74,52,61,14,21,40,45,51,50,83,85,55,57,0,0,0,0,[]
157,10,47,28,38,53,55,56,60,55,61,13,21,40,44,52,52,81,86,54,54,0,0,0,0,[]
158,10,35,39,42,53,48,55,52,54,53,11,23,51,45,54,47,80,81,54,54,0,0,0,0,['13:7 OMGkRYST4L(皮城女警) 击杀了 FPXCrisp(河流之王)']
159,8,27,45,44,49,49,53,50,55,52,16,22,60,41,54,46,79,74,54,54,0,0,0,0,['13:14 OMGicon(青钢影) 击杀了 FPXDoinb(英勇投弹手)']
160,8,30,33,36,40,55,57,62,60,62,19,24,55,31,54,46,77,85,54,54,0,0,0,0,[]
161,9,29,26,36,44,54,61,74,61,75,19,24,51,27,54,46,77,87,95,8,0,0,0,0,[]
162,14,22,30,34,48,49,69,82,72,85,82,6,50,25,54,46,87,83,94,21,0,0,0,0,[]
163,22,23,30,32,50,47,73,88,74,93,69,7,44,23,54,46,83,88,92,34,0,0,0,0,[]
164,19,19,31,33,43,44,77,86,80,88,57,9,41,32,54,46,84,80,88,44,0,0,0,0,[]
165,18,17,28,33,43,44,81,86,84,88,45,13,41,32,54,46,87,76,87,55,0,0,0,0,[]
166,20,20,28,33,8,86,75,87,84,88,33,17,38,39,94,10,88,74,83,66,0,0,0,0,[]
167,23,29,22,38,16,77,63,88,3,95,26,24,30,35,52,41,87,68,72,63,0,0,0,0,[]
168,23,34,21,38,26,69,61,86,10,81,22,28,30,32,36,36,78,63,60,58,0,0,0,0,[]
169,22,42,23,43,36,61,73,87,23,72,23,26,32,34,32,34,71,66,55,57,0,0,0,0,[]
170,21,50,22,47,40,51,80,87,36,63,17,19,32,44,43,44,76,69,61,63,0,0,0,0,[]
171,15,39,22,47,43,54,81,87,41,59,17,14,30,50,49,48,80,66,55,59,0,0,0,0,[]
172,13,35,12,90,41,53,69,88,41,56,13,22,31,51,46,50,90,69,46,54,0,0,0,0,[]
173,5,31,21,81,39,56,60,85,40,58,10,21,37,49,43,52,87,74,45,53,0,0,0,0,[]
174,13,36,30,72,35,61,61,85,36,62,12,23,47,54,44,57,77,78,45,57,0,0,0,1,"['14:26 FPX 击破了防御塔,获得一塔']"
175,9,30,40,67,38,58,64,83,39,64,12,20,56,62,49,60,80,84,55,65,0,0,0,1,[]
176,15,35,46,72,41,59,64,83,45,71,12,19,57,74,57,73,79,85,56,76,0,0,0,1,[]
177,10,31,49,79,39,59,64,89,50,82,10,23,61,86,59,90,77,86,60,85,0,0,0,1,[]
178,7,31,59,91,41,66,68,94,60,92,18,23,69,91,67,88,71,88,66,88,0,0,0,1,['14:48 FPXLwx(惩戒之箭) 击杀了 OMGkRYST4L(皮城女警)']
179,9,30,67,90,45,57,68,94,66,92,28,31,76,92,75,89,74,92,71,93,0,0,0,1,[]
180,15,39,65,92,50,49,68,94,63,92,38,39,68,88,73,90,74,92,74,92,0,0,0,1,[]
181,21,47,54,89,51,51,68,94,53,87,47,48,66,90,68,90,78,88,67,91,0,0,0,2,['15:2 FPXDoinb(英勇投弹手) 击破了防御塔']
182,23,37,50,77,38,59,68,94,50,77,48,53,69,81,73,90,78,88,72,89,0,0,0,2,[]
183,20,25,46,72,43,68,68,94,49,67,47,49,71,77,73,90,95,4,72,89,0,0,0,2,[]
184,17,16,46,72,46,74,2,96,36,62,41,37,69,64,92,10,90,5,88,7,0,0,0,2,[]
185,26,13,45,68,49,80,16,16,31,48,37,25,69,64,84,22,80,6,75,10,0,0,0,2,[]
186,25,12,45,67,47,68,24,10,40,37,29,20,65,53,80,34,66,7,62,11,0,0,0,2,[]
187,22,11,35,61,50,51,24,12,51,29,28,21,55,42,80,47,53,7,50,10,0,0,0,2,[]
188,16,10,31,49,49,50,25,11,40,23,24,22,50,35,71,41,39,10,38,15,0,0,0,2,[]
189,16,10,37,39,42,39,22,7,41,31,18,13,42,32,61,41,27,10,27,13,0,0,0,2,[]
190,8,15,40,30,41,36,16,9,39,30,7,16,40,31,55,45,20,10,18,10,0,0,0,2,['15:48 OMGicon(青钢影) 击杀了 FPXTian(解脱者)']
191,13,14,31,22,29,32,9,14,30,22,10,15,40,31,51,50,13,12,14,14,0,0,0,2,"['15:53 FPXLwx(惩戒之箭) 击杀了 OMGCurse(万花通灵)', '15:54 FPXLwx(惩戒之箭) 击杀了 OMGkRYST4L(皮城女警)']"
192,13,14,24,30,31,42,9,14,24,30,21,13,40,31,52,52,21,8,21,12,0,0,0,2,[]
193,13,14,24,42,29,55,9,14,20,37,11,23,40,31,55,59,15,18,13,19,0,0,0,2,[]
194,13,14,23,46,39,61,9,14,15,40,14,22,40,31,56,68,10,24,11,26,0,0,0,2,[]
195,13,14,21,48,32,59,9,14,15,42,15,21,40,31,62,78,9,28,7,31,0,0,0,2,[]
196,13,14,25,58,20,52,9,14,2,96,92,5,93,11,67,89,11,25,11,26,0,0,0,3,['16:16 FPXLwx(惩戒之箭) 击破了防御塔']
197,13,14,27,59,8,42,9,14,12,91,80,13,86,22,78,84,11,25,11,26,0,0,0,3,[]
198,6,96,20,49,9,35,11,92,24,83,67,11,81,34,77,72,87,8,89,5,0,0,0,3,[]
199,20,95,15,43,12,22,19,83,28,68,53,9,80,47,75,60,79,20,87,6,0,0,0,3,[]
200,33,94,15,41,13,20,26,73,31,53,40,10,81,56,76,60,70,32,79,16,0,0,0,3,[]
201,45,93,20,36,14,17,35,63,31,39,28,12,75,58,73,66,59,41,70,26,0,0,0,3,[]
202,54,93,25,32,20,15,44,55,22,26,20,11,72,71,76,77,50,49,61,34,0,0,0,3,[]
203,58,94,27,21,19,17,38,58,19,25,28,8,67,82,74,87,48,51,53,44,0,0,0,3,[]
204,52,94,23,13,23,10,37,61,27,19,27,6,54,84,70,90,46,53,45,52,0,0,0,3,[]
205,45,91,19,23,17,9,32,66,25,34,28,9,43,78,59,90,39,60,36,58,0,0,0,3,[]
206,44,92,19,23,20,14,27,69,20,48,22,10,37,76,50,93,35,67,34,67,0,0,0,3,[]
207,43,91,4,96,19,25,30,64,29,60,18,11,36,88,48,93,36,63,38,65,0,0,0,3,[]
208,43,92,9,94,19,25,35,66,31,66,17,13,40,89,49,93,43,58,46,67,0,0,0,3,['17:19 FPXTian(解脱者) 击杀了 OMGCurse(万花通灵)']
209,43,92,22,93,9,96,33,64,34,78,17,22,48,83,48,90,45,57,44,68,0,0,0,3,[]
210,43,92,34,92,26,90,34,62,35,80,9,26,57,84,49,90,46,57,50,66,0,0,0,3,[]
211,43,92,46,92,36,88,34,64,35,76,9,27,59,84,56,89,42,59,47,59,0,0,0,3,[]
212,43,92,51,84,41,79,31,65,32,68,7,26,68,80,69,87,40,61,43,59,0,0,0,3,[]
213,43,92,42,77,41,63,31,64,30,65,10,37,64,73,73,73,41,59,42,58,0,0,0,3,[]
214,43,92,45,66,46,55,38,59,37,59,16,49,65,65,65,64,47,56,44,56,0,0,0,3,[]
215,3,96,46,57,50,55,46,54,48,55,25,58,56,58,57,57,48,59,55,55,0,0,0,3,['17:54 OMGicon(青钢影) 击杀了 FPXLwx(惩戒之箭)']
216,6,93,53,57,56,55,51,54,50,55,37,58,58,56,59,57,48,59,56,56,0,0,0,3,['17:58 FPXDoinb(英勇投弹手) 击杀了 OMGicon(青钢影)']
217,54,56,60,62,56,55,54,55,57,55,48,56,65,52,66,56,48,59,65,52,0,0,0,3,[]
218,48,55,51,65,56,55,52,61,50,65,54,59,58,62,57,58,48,59,53,64,0,0,0,3,[]
219,40,62,42,68,56,55,50,61,46,69,43,58,47,69,55,54,48,59,46,68,0,0,0,3,"['18:11 FPXDoinb(英勇投弹手) 击杀了 OMGkRYST4L(皮城女警)', '18:15 FPXTian(解脱者) 击杀了 OMGHudie(光辉女郎)']"
220,35,67,37,74,56,55,50,61,46,69,40,68,41,71,51,45,48,59,40,71,0,0,0,3,[]
221,33,75,34,76,56,55,50,61,46,69,38,63,36,77,46,52,48,59,38,75,0,0,0,3,['18:23 FPXTian(解脱者) 击杀了 OMGWorld6(酒桶)']
222,29,69,34,76,56,55,50,61,46,69,36,61,37,76,47,51,95,4,38,76,0,0,0,3,[]
223,32,65,34,76,56,55,50,61,46,69,39,62,42,68,48,40,95,4,38,76,0,0,0,3,[]
224,30,68,34,76,14,89,50,61,46,69,35,67,53,68,49,35,67,65,40,69,0,0,0,3,[]
225,28,68,34,76,25,87,2,96,4,95,41,67,65,70,50,23,66,65,38,66,0,0,0,4,['18:43 FPX 击破了防御塔']
226,25,66,34,76,38,89,8,86,14,85,55,63,66,70,48,21,65,65,51,65,0,0,0,4,[]
227,19,60,3,96,55,89,18,77,25,75,62,62,72,64,50,20,56,55,54,63,0,0,0,4,['18:53 FPX 击杀了水龙']
228,20,48,10,83,64,91,28,68,38,73,62,62,75,52,45,15,48,53,54,63,0,0,0,4,[]
229,15,37,17,74,62,85,37,61,41,67,94,5,74,43,46,16,50,49,88,6,0,0,0,4,[]
230,9,36,27,68,71,84,39,62,49,76,93,19,71,41,47,16,54,44,79,15,0,0,0,4,[]
231,8,36,31,57,77,88,37,50,40,66,92,32,71,41,49,20,54,45,70,25,0,0,0,4,[]
232,6,38,32,44,69,81,36,48,39,52,91,47,95,4,49,22,49,48,62,34,0,0,0,4,[]
233,6,42,42,44,60,72,43,53,44,50,91,59,86,7,52,28,52,48,53,43,0,0,0,4,[]
234,6,42,45,42,56,65,45,51,44,49,89,71,77,15,51,22,53,48,51,50,0,0,0,4,[]
235,8,95,51,46,55,47,48,52,51,51,84,82,69,26,51,22,55,45,54,46,0,0,0,4,[]
236,7,94,50,47,51,47,51,49,49,51,82,84,60,35,95,4,54,46,50,47,0,0,0,4,['19:38 OMGWorld6(酒桶) 击杀了 FPXLwx(惩戒之箭)']
237,14,85,50,41,48,40,55,47,53,49,81,85,59,41,89,14,54,46,53,44,0,0,0,4,['19:42 OMGicon(青钢影) 击杀了 FPXCrisp(河流之王)']
238,25,81,38,38,40,37,47,48,45,44,78,87,55,48,68,31,54,46,53,44,0,0,0,4,[]
239,36,78,36,42,34,38,43,54,44,51,75,87,51,53,56,44,54,46,53,44,0,0,0,4,[]
240,40,75,37,43,29,36,39,60,38,50,65,78,52,57,51,52,54,46,53,44,0,0,0,4,[]
241,53,85,30,49,16,19,35,63,31,57,58,75,41,58,40,53,54,46,53,44,0,0,0,4,[]
