,OMGCurse, ,OMGPenguin, ,OMGicon, ,OMGkRYST4L, ,OMGHudie, ,BLGADD, ,BLGMeteor, ,BLGKuro, ,BLGJinjiao, ,BLGXinMo, ,blue_economics,blue_towers,red_economics,red_towers,captions
50,18,14,44,43,49,49,85,86,80,85,21,12,55,62,54,49,84,81,85,83,6006,0,6391,0,[]
51,17,13,45,43,54,50,82,90,80,86,22,10,53,53,59,45,84,83,84,82,6166,0,6504,0,[]
52,18,15,56,49,55,51,83,88,78,82,23,11,58,46,57,45,86,85,78,74,6877,0,6608,0,[]
53,17,15,51,49,51,48,82,87,77,76,21,10,59,44,62,41,84,81,75,64,7019,0,6736,0,"['4:21 OMGicon(符文法师) 击杀了 BLGMeteor(巨魔之王),获得一血']"
54,17,16,41,51,49,49,73,87,72,78,24,9,59,44,62,41,88,83,75,62,7175,0,6787,0,[]
55,16,16,30,50,50,47,72,87,74,87,21,11,95,6,93,6,79,84,77,73,7510,0,6872,0,[]
56,15,16,24,56,48,46,76,87,79,91,23,11,89,14,92,7,80,84,79,83,7577,0,6960,0,[]
57,16,16,22,53,48,46,77,93,75,91,20,12,76,17,86,10,79,85,82,86,7775,0,7079,0,[]
58,14,15,18,47,4,96,75,91,74,87,19,12,65,21,78,19,79,85,89,83,7879,0,7157,0,[]
59,15,15,15,41,4,95,74,91,72,87,20,11,54,28,69,27,79,88,89,83,7970,0,7259,0,[]
60,23,22,15,41,13,90,73,87,72,88,19,18,52,30,61,35,87,84,95,4,8068,0,7325,0,[]
61,18,18,15,40,23,80,79,87,79,91,17,15,48,19,50,43,87,84,92,11,8223,0,7417,0,[]
62,14,15,15,40,31,71,81,83,82,88,20,13,43,17,52,46,95,4,81,19,8352,0,7593,0,[]
63,13,16,3,96,40,62,82,85,79,84,20,12,45,16,53,46,92,68,71,24,8452,0,7654,0,[]
64,14,17,8,95,48,53,84,86,78,85,19,13,44,15,54,48,86,77,60,25,8552,0,7809,0,[]
65,14,18,21,88,52,61,74,90,74,86,18,13,45,15,52,47,88,80,51,32,8624,0,7937,0,[]
66,16,17,31,81,52,60,74,90,74,86,19,13,48,19,53,48,90,78,41,36,8707,0,8065,0,[]
67,14,18,41,76,47,53,4,96,4,95,19,13,41,28,56,49,91,74,33,43,8780,0,8172,0,[]
68,13,17,48,66,47,54,7,96,14,90,19,14,42,40,53,48,89,75,32,45,8865,0,8278,0,[]
69,14,17,52,64,44,56,14,95,23,84,19,14,43,47,51,51,89,76,40,50,8968,0,8378,0,[]
70,12,18,53,63,46,55,25,94,32,79,20,14,36,41,52,49,90,75,32,44,9075,0,8558,0,[]
71,14,19,57,56,44,54,36,92,40,71,19,16,35,39,49,49,90,75,36,42,9130,0,8634,0,[]
72,16,19,55,56,46,57,47,92,49,65,19,15,34,39,46,49,89,75,44,48,9306,0,8789,0,[]
73,13,18,58,55,46,57,59,90,51,59,19,15,23,33,46,49,89,74,49,49,9479,0,8896,0,[]
74,13,16,62,57,48,52,71,88,57,60,15,18,18,24,43,44,89,75,58,44,9607,0,8947,0,[]
75,11,23,66,61,50,51,80,83,66,61,11,21,11,22,50,46,89,76,68,40,9679,0,9541,0,[]
76,9,31,65,68,47,52,86,79,67,67,9,28,12,24,58,49,91,74,76,46,9783,0,9672,0,['6:19 BLGADD(祖安狂人) 击杀了 OMGCurse(无双剑姬)']
77,9,31,65,69,46,53,90,78,68,67,14,18,21,27,52,47,92,73,85,52,9863,0,9783,0,[]
78,9,31,66,69,45,53,84,80,69,68,14,18,29,36,51,48,89,73,89,63,9914,0,9941,0,[]
79,2,96,65,69,44,52,78,78,69,68,15,17,35,39,50,48,86,79,87,74,10060,0,10029,0,[]
80,4,83,70,66,42,54,78,84,74,74,95,4,36,38,49,49,87,82,85,83,10136,0,10222,0,['6:38 OMG 击杀了水龙']
81,5,72,76,56,42,54,83,82,82,79,94,4,45,34,52,50,88,82,88,77,10247,0,10298,0,[]
82,6,59,77,56,40,58,79,86,78,87,11,22,51,42,63,52,84,82,87,68,10366,0,10416,0,[]
83,6,47,73,70,45,51,81,87,80,87,9,26,62,41,69,61,85,79,78,66,10487,0,10467,0,[]
84,7,36,67,78,47,50,80,81,83,88,7,28,72,42,64,64,88,74,86,66,10580,0,10550,0,[]
85,8,28,55,76,47,49,85,84,88,84,11,22,74,44,57,56,88,76,86,77,10772,0,10621,0,[]
86,6,26,52,76,45,52,81,83,83,86,12,18,76,46,54,48,85,80,85,80,10935,0,10920,0,[]
87,11,21,55,76,39,50,77,85,82,89,14,17,79,52,55,45,85,82,83,83,11033,0,11150,0,[]
88,11,22,55,76,43,53,77,90,81,89,15,19,83,58,56,44,79,78,79,74,11323,0,11290,0,[]
89,12,22,58,70,45,54,79,88,81,88,15,17,83,59,51,50,83,79,81,81,11387,0,11427,0,[]
90,12,20,58,58,50,54,83,88,80,88,14,18,87,66,51,47,83,80,82,81,11558,0,11513,0,[]
91,9,23,57,55,51,53,84,88,80,87,11,20,91,77,54,44,83,81,85,82,11687,0,11584,0,[]
92,10,20,64,61,54,53,80,90,81,88,13,19,84,87,55,44,83,85,81,85,11820,0,11681,0,[]
93,11,23,73,70,63,60,77,86,77,89,15,20,86,86,54,44,86,84,85,84,11871,0,11830,0,[]
94,12,23,76,62,74,62,79,86,77,87,15,18,88,82,58,42,86,83,86,78,11993,0,11967,0,[]
95,13,21,76,64,69,65,79,86,79,81,16,15,91,70,68,41,87,75,87,69,12079,0,12031,0,[]
96,11,23,72,64,59,59,80,78,79,75,13,20,83,60,76,47,85,66,83,63,12193,0,12110,0,[]
97,9,24,74,64,52,53,85,79,78,71,13,21,76,53,78,51,83,65,83,63,12339,0,12165,0,[]
98,8,25,72,63,50,53,80,82,75,69,14,19,76,53,77,49,84,63,80,54,12484,0,12264,0,[]
99,10,22,73,74,44,53,83,81,77,69,13,22,77,51,73,49,87,67,85,64,12585,0,12426,0,[]
100,9,25,62,77,43,53,82,80,79,75,13,21,79,50,66,41,89,75,87,75,12671,0,12522,0,[]
101,7,29,56,82,4,96,82,86,81,76,19,23,95,4,57,44,89,76,89,74,12871,0,12649,0,[]
102,8,28,56,84,14,89,89,82,84,82,24,33,84,5,51,47,92,75,89,74,12984,0,12746,0,[]
103,11,32,52,84,23,80,87,77,88,81,22,39,72,7,51,46,88,70,85,66,13097,0,12921,0,[]
104,17,34,51,83,30,70,85,79,87,80,20,27,59,8,51,46,90,69,84,66,13205,0,13068,0,[]
105,23,39,47,73,38,60,84,78,89,77,14,17,47,11,51,45,89,70,94,6,13438,0,13162,0,[]
106,16,41,46,64,42,54,85,77,89,78,13,17,43,17,95,4,89,73,92,17,13644,0,13361,0,[]
107,10,32,43,67,51,47,88,72,92,73,9,17,44,16,85,11,90,68,91,31,13839,0,13596,0,[]
108,8,27,39,65,48,48,87,75,88,75,9,17,44,15,76,20,92,66,91,43,14063,0,13676,0,[]
109,8,25,50,65,49,47,87,77,87,78,90,4,46,15,68,30,92,66,89,53,14212,0,13787,0,[]
110,11,22,62,63,40,42,83,82,82,80,79,5,49,23,60,40,89,73,86,64,14284,0,13943,0,[]
111,15,18,67,65,28,38,84,81,77,72,67,6,53,27,52,42,90,72,83,64,14466,0,13998,0,[]
112,13,18,68,68,23,43,78,73,74,68,56,7,52,29,47,36,93,70,91,70,14653,0,14232,0,[]
113,11,23,65,69,21,47,75,62,75,69,44,8,52,33,42,33,91,70,88,71,14704,0,14325,0,[]
114,11,23,65,69,20,49,77,71,79,74,33,8,52,33,50,44,90,71,87,70,14755,0,14461,0,[]
115,3,89,5,90,25,51,84,79,83,78,25,10,51,33,49,48,88,75,90,75,14928,0,14692,0,[]
116,5,78,9,76,32,59,85,84,88,83,19,16,41,34,47,45,89,73,87,71,15068,0,14788,0,[]
117,6,64,17,67,40,54,85,84,87,86,16,16,35,39,38,39,88,78,87,75,15245,0,14923,0,[]
118,7,53,18,55,44,48,84,88,87,86,19,22,39,43,40,42,86,77,87,77,15296,0,15064,0,[]
119,7,42,25,51,45,53,84,89,84,89,25,31,43,43,45,39,88,78,90,79,15346,0,15149,0,[]
120,8,30,22,53,46,55,4,96,84,89,27,36,42,45,48,47,88,77,89,82,15440,0,15224,0,[]
121,10,31,20,50,48,55,8,95,6,93,22,29,44,39,50,47,86,80,89,81,15596,0,15335,0,[]
122,11,33,23,41,42,54,20,93,15,89,16,21,54,43,52,49,84,82,83,83,15684,0,15676,0,[]
123,10,21,17,34,38,56,31,92,19,75,13,18,63,52,55,53,83,83,79,77,15878,0,15897,0,[]
124,11,18,11,28,37,49,42,91,18,61,11,20,65,58,59,57,85,78,73,76,15928,0,15972,0,[]
125,15,21,16,20,32,44,55,90,21,47,16,20,71,46,49,53,85,78,73,69,16519,0,16052,0,['10:24 OMGCurse(无双剑姬) 击杀了 BLGADD(祖安狂人)']
126,15,17,21,27,40,53,66,90,28,52,16,20,73,42,48,52,93,7,73,68,16775,0,16155,0,[]
127,18,14,29,34,40,54,70,90,32,59,16,20,72,42,46,54,93,15,66,61,16969,0,16320,0,[]
128,18,12,28,37,38,58,71,85,33,59,16,20,62,39,45,53,91,26,56,56,17104,0,16370,0,[]
129,24,10,15,42,36,58,74,87,39,66,16,20,53,32,43,46,80,26,53,46,17197,0,16421,0,[]
130,26,8,17,43,38,55,74,88,52,68,16,20,41,31,34,38,69,26,45,35,17536,0,16472,0,[]
131,18,10,22,43,33,47,70,83,61,62,95,4,34,23,35,38,58,23,38,26,17621,0,16556,0,[]
132,17,9,28,34,41,52,75,87,55,57,93,15,22,25,46,41,49,18,28,23,17694,0,16607,0,[]
133,2,95,34,39,48,54,83,88,55,58,92,26,31,31,50,46,38,16,20,27,17808,0,16700,0,[]
134,7,85,32,41,46,54,89,78,56,61,91,38,27,31,50,46,29,20,20,27,17915,0,16814,0,[]
135,11,75,29,39,35,48,89,77,54,61,90,49,26,30,48,42,23,13,20,28,18015,0,16899,0,[]
136,17,64,28,35,34,42,84,78,42,54,90,60,27,23,42,42,17,17,19,25,18100,0,17024,0,[]
137,19,52,41,32,38,41,76,71,44,44,90,71,38,27,47,40,20,24,20,28,18152,0,17152,0,[]
138,16,42,35,39,41,44,75,63,39,43,88,76,40,29,49,46,28,31,28,34,18203,0,17202,0,[]
139,11,33,32,45,32,47,74,66,34,48,79,75,39,37,46,47,25,30,27,34,18254,0,17325,0,[]
140,9,23,33,43,44,52,76,75,41,54,83,83,36,38,53,50,17,23,24,31,18368,0,17517,0,[]
141,6,27,33,43,44,53,75,78,37,50,77,79,34,38,52,47,12,19,25,31,18465,0,17634,0,[]
142,8,28,33,43,43,53,69,79,40,53,80,80,31,35,55,54,13,22,24,34,18595,0,17876,0,[]
143,7,31,33,43,34,47,64,78,32,44,80,85,31,36,50,49,10,26,28,35,18793,0,18115,0,[]
144,8,26,27,36,32,39,71,86,30,39,76,76,29,36,45,45,14,21,27,32,19044,0,18166,0,[]
145,17,22,29,36,31,34,72,85,26,37,68,67,29,36,35,39,24,28,29,34,19579,0,18716,0,[]
146,25,30,31,35,38,36,64,76,32,38,60,60,34,30,37,38,35,36,35,37,19647,0,18762,0,"['12:7 OMGPenguin(凛冬之怒) 击杀了 BLGMeteor(巨魔之王)', '12:9 BLGKuro(发条魔灵) 击杀了 OMGicon(符文法师)']"
147,34,36,32,38,38,36,56,67,29,38,51,53,34,30,40,40,44,38,39,37,19738,0,18885,0,[]
148,29,34,32,38,38,36,49,60,32,44,45,51,34,30,43,47,47,42,42,37,19787,0,18931,0,[]
149,24,23,31,50,38,36,43,59,31,56,45,57,34,30,41,45,50,45,43,44,19835,0,18985,0,[]
150,16,15,36,59,38,36,43,52,43,57,49,50,95,4,41,46,49,51,43,44,19986,0,19131,0,[]
151,22,11,45,56,38,36,42,59,40,57,49,43,84,5,45,42,50,50,95,4,20156,0,19188,0,[]
152,23,12,45,53,5,95,41,61,36,60,43,33,68,7,45,42,55,44,93,9,20263,0,19238,0,[]
153,28,16,46,63,15,88,2,96,36,60,39,23,56,10,93,5,55,44,84,19,20364,0,19289,0,[]
154,28,20,46,67,23,79,6,96,5,89,33,11,45,13,84,10,95,4,75,27,20477,0,19361,0,[]
155,19,25,46,73,31,69,5,85,14,77,26,8,44,17,75,20,94,6,67,36,20528,0,19537,0,[]
156,19,25,46,71,40,61,9,73,18,64,18,11,43,15,68,30,93,9,61,43,20584,0,19632,0,[]
157,7,96,45,70,45,52,10,60,20,51,12,15,45,16,59,40,84,19,59,45,20777,0,19775,0,[]
158,20,95,37,63,43,52,11,47,25,37,11,18,49,21,51,47,87,30,66,54,20909,0,20025,0,[]
159,34,94,31,53,40,54,10,34,20,25,13,17,51,33,51,49,89,43,60,62,20981,0,20171,0,[]
160,45,93,34,42,39,55,10,30,19,18,20,9,53,36,49,54,88,56,56,58,21095,0,20324,0,[]
161,58,92,29,33,33,49,10,24,24,26,32,11,47,35,45,54,87,68,47,53,21284,0,20536,0,[]
162,69,89,29,36,31,58,16,19,30,37,39,14,41,34,43,55,86,80,46,46,21356,0,20737,0,[]
163,80,92,25,37,35,59,19,12,35,48,27,10,38,42,42,55,84,82,36,41,21470,0,21057,0,[]
164,84,83,23,36,41,58,15,13,33,47,20,14,39,41,45,46,87,78,36,41,21675,0,21189,0,[]
165,83,81,25,25,38,51,20,19,33,41,21,13,48,48,47,51,89,73,42,46,21831,0,21344,0,[]
166,78,79,25,15,31,55,20,13,32,38,20,9,57,57,48,52,85,78,46,52,21917,0,21399,0,[]
167,72,77,24,10,37,57,31,8,25,26,27,6,66,65,46,55,80,80,51,61,22413,0,21516,0,[]
168,72,83,20,13,38,56,22,11,24,14,28,6,66,68,46,55,81,79,58,68,22489,0,21605,0,['13:58 OMGkRYST4L(虚空之女) 击杀了 BLGADD(祖安狂人)']
169,77,86,22,23,32,58,21,13,25,25,28,6,66,68,42,57,81,83,62,81,22612,0,21693,0,[]
170,89,73,32,31,32,55,19,10,30,34,28,6,71,70,45,57,90,72,72,78,23012,0,21745,0,[]
171,94,65,31,32,38,56,20,19,39,42,28,6,73,65,57,61,93,69,84,78,23116,0,22127,0,['14:13 OMGCurse(无双剑姬) 击杀了 BLGJinjiao(战争女神)']
172,94,59,29,33,37,49,26,30,44,43,28,6,67,69,67,66,93,69,81,81,23197,0,22177,0,['14:17 BLGJinjiao(战争女神) 击杀了 OMGCurse(无双剑姬)']
173,94,59,29,35,48,49,25,35,48,47,28,6,67,71,67,66,93,69,74,71,23290,0,22228,0,[]
174,94,59,28,36,46,48,26,32,46,48,28,6,67,70,66,63,93,69,66,67,23574,0,22379,0,[]
175,94,59,32,35,42,51,25,35,39,42,84,5,72,64,63,51,93,69,58,58,23639,0,22450,0,['14:32 BLG 击杀了水龙']
176,94,59,35,40,29,50,25,35,34,43,76,10,81,56,58,43,93,69,54,58,23821,0,22673,0,[]
177,94,59,33,43,23,43,8,93,34,43,78,21,82,55,60,49,94,6,54,58,23872,0,22724,0,[]
178,1,97,2,96,18,45,16,87,8,87,79,34,80,55,72,50,81,7,87,5,24023,0,22860,0,[]
179,14,95,8,95,16,38,25,77,18,77,80,46,78,53,78,50,68,7,75,7,24074,0,23011,0,[]
180,27,94,17,87,14,36,32,67,29,67,76,58,76,46,69,50,55,9,62,8,24211,0,23062,0,[]
181,40,92,27,82,11,26,42,57,39,58,76,70,75,44,68,50,42,9,53,9,24330,0,23201,0,[]
182,54,91,38,76,15,17,49,50,43,51,73,78,71,41,94,4,30,10,42,14,24556,0,23267,0,[]
183,59,83,52,83,9,18,47,46,48,51,71,78,59,42,84,13,21,10,33,17,24607,0,23486,0,[]
184,68,88,63,88,7,19,51,56,55,57,81,83,56,44,74,22,28,16,33,22,24688,0,23642,0,[]
185,78,86,75,92,2,96,50,52,65,63,83,83,52,45,65,33,30,19,41,32,24809,0,23736,0,[]
186,79,78,84,88,7,86,51,53,75,61,87,72,58,38,56,43,21,13,47,34,24973,0,23833,0,[]
187,81,78,90,81,9,74,52,53,63,59,83,67,53,28,54,45,16,14,40,29,25087,0,24062,0,[]
188,81,85,90,81,10,61,60,58,66,61,85,64,49,27,54,43,16,12,31,22,25295,0,24385,0,[]
189,87,78,90,81,9,48,72,63,74,63,93,54,44,24,59,47,12,20,19,24,25359,0,24433,0,[]
190,91,71,86,76,8,36,70,63,79,64,93,53,41,34,60,51,8,27,11,25,25441,0,24518,0,[]
191,91,68,91,76,10,32,58,60,80,66,93,53,33,42,54,50,7,26,9,28,25593,0,24647,0,[]
192,91,65,89,73,6,32,46,58,89,68,95,6,26,50,48,50,10,24,11,25,25776,0,24815,0,[]
193,90,66,91,63,10,45,36,60,79,64,94,19,21,48,42,55,11,23,12,23,26539,1,24879,0,"['16:4 OMG 击破了防御塔,获得一塔']"
194,87,54,87,53,21,50,40,61,68,60,92,31,21,48,45,54,8,26,11,29,26620,1,24936,0,[]
195,88,48,83,49,47,49,48,52,56,54,91,45,95,8,56,45,8,26,11,31,26695,1,25438,0,[]
196,89,48,88,46,52,44,53,48,62,50,91,44,93,18,66,41,9,31,94,6,26885,1,25591,1,['16:19 BLGJinjiao(战争女神) 击破了防御塔']
197,91,53,84,57,51,46,53,48,58,50,89,47,89,31,65,40,7,38,89,16,26999,1,25831,1,[]
198,88,61,76,49,53,42,57,47,58,49,88,50,76,33,60,41,9,36,77,24,27162,1,25986,1,[]
199,91,56,63,50,55,42,56,47,59,47,87,50,64,38,61,41,9,36,69,33,27390,1,26154,1,[]
200,87,62,63,58,46,49,48,54,50,50,87,52,59,36,61,43,95,5,60,42,27443,1,26261,1,[]
201,76,71,51,61,35,49,50,65,50,60,92,57,53,34,56,46,93,18,60,49,27546,1,26362,1,[]
202,69,80,46,66,22,50,40,66,51,63,90,58,51,35,65,50,92,30,65,53,27659,1,26688,1,[]
203,57,83,36,63,11,50,44,56,2,96,87,62,50,25,66,48,91,43,60,62,27894,1,26769,1,[]
204,58,83,26,58,9,48,46,49,12,90,78,63,44,16,55,49,90,56,55,57,28150,1,26850,1,[]
205,55,85,27,59,10,39,41,57,22,79,77,71,44,16,51,48,88,69,52,56,28263,1,27085,1,[]
206,60,85,28,59,10,29,43,53,32,73,70,79,50,22,55,57,84,79,63,63,28386,1,27182,1,[]
207,60,85,3,95,9,24,42,55,37,61,70,80,56,33,55,67,78,85,72,70,28479,1,27233,1,[]
208,7,94,7,80,17,16,46,51,44,50,63,84,58,43,55,57,72,90,70,81,28590,1,27284,1,[]
209,16,86,8,68,25,10,45,47,44,47,68,92,57,48,52,49,72,90,69,91,28663,1,27334,1,[]
210,26,82,18,60,26,10,45,50,43,54,70,91,66,55,51,50,71,91,69,90,28814,1,28255,2,['17:30 BLGADD(祖安狂人) 击破了防御塔']
211,35,86,19,47,21,13,43,52,42,52,70,85,65,59,52,51,65,88,61,86,29006,1,28434,2,[]
212,46,88,18,44,24,8,43,52,40,52,70,85,59,63,55,58,58,85,50,81,29185,1,28481,2,[]
213,44,91,20,44,26,8,40,58,40,58,91,4,56,74,53,56,52,84,43,78,29826,1,28554,2,[]
214,45,91,23,51,35,8,37,65,35,67,83,5,51,83,52,46,51,89,52,87,29920,2,28761,2,['17:49 OMGicon(符文法师) 击破了防御塔']
215,42,92,31,58,41,8,40,73,41,76,70,7,47,88,48,52,49,90,49,89,30142,2,28887,2,[]
216,46,91,40,57,46,13,40,68,41,78,58,8,50,83,48,52,52,85,61,88,30328,2,29124,2,[]
217,50,89,46,55,45,12,44,56,47,68,53,8,51,78,49,41,53,77,51,83,30414,2,29238,2,[]
218,51,83,52,63,34,17,51,62,49,68,46,11,61,76,54,49,59,73,57,75,30495,2,29289,2,[]
219,52,90,56,68,39,15,53,67,47,73,46,10,68,78,55,50,69,79,69,79,30658,2,29339,2,[]
220,52,92,47,70,39,15,47,69,44,71,45,7,68,78,54,44,75,69,70,79,30767,2,29497,2,[]
221,53,91,44,70,3,96,46,67,39,64,46,6,92,11,52,47,77,56,95,4,30948,2,29592,2,[]
222,58,94,51,66,7,85,52,60,39,64,37,12,82,21,56,48,79,54,88,15,31035,2,29643,2,[]
223,70,91,61,73,10,74,49,53,6,94,30,18,73,30,53,45,77,49,80,23,31163,2,29883,2,[]
224,82,86,69,79,10,62,48,54,18,86,22,14,67,39,52,47,77,49,70,32,31427,2,29976,2,[]
225,83,86,77,74,10,50,41,57,27,74,15,15,74,43,56,47,95,5,61,42,31570,2,30207,2,[]
226,85,85,78,72,10,37,44,54,35,63,11,13,76,45,53,45,93,18,58,50,31644,2,30327,2,[]
227,2,96,78,72,8,32,45,52,46,55,11,13,70,49,51,48,92,31,51,47,31870,2,30532,2,[]
228,12,94,10,92,10,27,45,56,43,56,90,5,66,58,52,47,92,44,49,50,31998,2,30583,2,[]
229,23,90,23,90,15,18,44,50,44,53,86,4,72,63,56,44,90,56,59,51,32155,2,30765,2,[]
230,36,89,31,82,17,18,48,46,51,48,73,6,64,57,57,45,89,62,65,57,32236,2,30818,2,[]
231,48,91,39,73,29,21,48,51,48,52,60,6,66,55,55,47,90,65,60,57,32289,2,30941,2,[]
232,60,90,50,67,30,17,49,51,47,50,47,9,62,51,54,45,88,63,66,54,32340,2,31034,2,[]
233,72,89,54,62,38,13,48,53,49,54,43,9,54,45,51,46,84,52,63,52,32504,2,31133,2,[]
234,78,82,47,64,33,10,45,51,46,55,42,14,48,35,50,47,72,50,53,49,32711,2,31310,2,[]
235,84,82,48,65,22,12,43,53,45,56,34,16,49,35,51,49,66,55,53,52,33006,2,31505,2,[]
236,87,80,55,65,25,14,46,54,47,57,31,10,47,38,58,55,66,61,56,57,33351,2,31627,2,[]
237,80,79,57,64,25,25,52,55,55,57,29,9,54,46,66,56,66,56,63,57,33437,2,31863,2,[]
238,72,71,62,62,31,33,54,58,57,56,27,12,57,50,63,51,64,51,65,53,33517,2,31958,2,[]
239,68,67,63,63,32,31,48,56,55,61,28,21,55,50,52,50,58,49,53,53,33597,2,32133,2,[]
240,66,65,55,66,24,39,43,54,44,57,27,32,54,56,50,51,55,54,55,57,33724,2,32230,2,[]
241,56,75,59,68,23,40,47,54,46,57,24,28,60,59,62,51,61,52,63,61,33916,2,32315,2,[]
